call_id,timestamp,call_category,tenant_tier,asset_type,location,issue_type,issue_severity,business_impact,safety_concern,is_recurring,transcript
IP-202601-00797,2026-01-06 06:06:23,tenant support,Premium,Warehouse,Tech Block,complete power outage affecting entire floor,critical,high,True,False,"hello, i need to report something that's been bothering us. we are experiencing complete power outage affecting entire floor. we can't operate at all we're located in tech block, warehouse unit. this is seriously impacting our business operations. i'm worried someone could get hurt. perfect, that works for us."
IP-202602-00799,2026-02-17 09:28:23,tenant support,VIP,Retail Store,Retail Plaza Central,request to adjust the shared hallway temperature,low,high,False,False,"hello, i need to report an issue. we are experiencing request to adjust the shared hallway temperature. if it's possible to lower it a degree or two we're located in retail plaza central, retail store unit. we're glad you're looking into it."
IP-202512-00804,2025-12-31 07:54:23,tenant support,Standard,Office,Community Retail Strip,toilet not flushing properly in the office restroom,medium,medium,False,False,"hello, i need to report an issue. we are experiencing toilet not flushing properly in the office restroom. the flush is very weak and doesn't clear we're located in community retail strip, office unit. thank you for your quick response."
IP-202511-00806,2025-11-30 11:53:23,tenant support,Standard,Office,Tech Block,request for a bench or seating area near the entrance,low,medium,False,False,"hello, i need to report an issue. we are experiencing request for a bench or seating area near the entrance. a small bench would be really appreciated we're located in tech block, office unit. we're glad you're looking into it."
IP-202512-00809,2025-12-06 02:13:23,tenant support,VIP,Retail Store,Retail Plaza Central,frequent circuit breaker trips in the office,medium,high,False,False,"good morning. i'm calling from our retail store in retail plaza central. so here's what happened. since last monday, we started noticing frequent circuit breaker trips in the office. it's disrupting our work regularly that sounds good, thank you."
IP-202511-00811,2025-11-26 10:33:23,tenant support,VIP,Retail Store,Zone B – SME Offices,rodent infestation found in the warehouse,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with rodent infestation found in the warehouse. it's been happening since yesterday. we're in zone b – sme offices, the retail store. our products could be contaminated this is affecting our ability to serve our clients. we're glad you're looking into it."
IP-202512-00812,2025-12-08 05:28:23,tenant support,Premium,Warehouse,Tech Block,electrical sparking from exposed wiring in the server room,critical,high,True,False,"good morning. i'm calling from our warehouse in tech block. we've been dealing with something and i need your help. for the past two days, we started noticing electrical sparking from exposed wiring in the server room. there are visible sparks coming from the wall our staff can't work properly because of this. i'm worried someone could get hurt. we appreciate the fast turnaround."
IP-202601-00815,2026-01-20 02:30:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,request for additional waste bins,low,medium,False,False,"good morning. i'm calling from our retail store in zone a – corporate offices. let me explain the situation. for almost a week, we started noticing request for additional waste bins. when convenient, we'd appreciate extra bins that's reassuring, thank you."
IP-202601-00816,2026-01-13 11:58:23,tenant support,Premium,Warehouse,Retail Plaza Central,communal kitchen sink draining slowly,low,low,False,False,"hi, i need to report a problem with our unit. we are dealing with communal kitchen sink draining slowly. it's been happening for the past two days. we're in retail plaza central, the warehouse. not urgent but it would be nice to have it sorted thanks for being so responsive."
IP-202601-00817,2026-01-08 05:56:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,frequent circuit breaker trips in the office,medium,high,False,False,"hello, i need to report an issue. we are experiencing frequent circuit breaker trips in the office. we lose power to half our desks when it happens we're located in zone a – corporate offices, retail store unit. that's reassuring, thank you."
IP-202601-00820,2026-01-14 06:29:23,tenant support,Premium,Retail Store,Zone B – SME Offices,bird nesting near the entrance causing minor mess,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with bird nesting near the entrance causing minor mess. it's been happening for three days now. we're in zone b – sme offices, the retail store. it's a bit unsightly for clients arriving i appreciate the help, really."
IP-202601-00821,2026-01-04 03:35:23,tenant support,Premium,Warehouse,Tech Block,air conditioning completely broken during summer,high,high,False,False,"yes, we've had air conditioning completely broken during summer for nearly a month now. our employees are complaining constantly tech block, warehouse. this is seriously impacting our business operations. i really hope i don't have to call again about this."
IP-202602-00824,2026-02-19 03:05:23,tenant support,VIP,Office,Logistics Cluster South,window blinds broken and cannot be adjusted,medium,high,False,False,"yes, we've had window blinds broken and cannot be adjusted for the past two days. some blinds are hanging loose and look unprofessional logistics cluster south, office. wonderful, we'll wait for the update."
IP-202601-00825,2026-01-18 05:34:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,loading dock gate stuck closed,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with loading dock gate stuck closed. it's been happening for nearly a month now. we're in zone a – corporate offices, the retail store. our operations are completely halted this is seriously impacting our business operations. wonderful, we'll wait for the update."
IP-202602-00827,2026-02-18 10:41:23,tenant support,Premium,Office,Logistics Cluster South,elevator breakdown in multi-story unit,high,high,False,False,"yes, we've had elevator breakdown in multi-story unit for three days now. we have employees with mobility concerns logistics cluster south, office. this is affecting our ability to serve our clients. perfect, that works for us."
IP-202512-00828,2025-12-07 06:14:23,tenant support,Standard,Retail Store,Logistics Cluster South,heating system failed completely during winter,high,medium,False,True,"good morning. i'm calling from our retail store in logistics cluster south. let me explain the situation. for three days now, we started noticing heating system failed completely during winter. clients are complaining about the temperature this is completely unacceptable! and this isn't the first time. we've called about this before. we're losing money every day this goes unresolved. i expect this to be resolved quickly."
IP-202511-00830,2025-11-24 11:57:23,tenant support,Standard,Office,Retail Plaza Central,warehouse roof leaking during heavy rain,high,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with warehouse roof leaking during heavy rain. it's been happening for over a week. we're in retail plaza central, the office. water is dripping onto our stored inventory i'm losing patience with this situation. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00832,2026-01-19 01:42:23,tenant support,Premium,Warehouse,Community Retail Strip,thermostat not responding to temperature adjustments,medium,high,False,False,"yes, we've had thermostat not responding to temperature adjustments for the past two weeks. the display seems frozen on one temperature community retail strip, warehouse. we're glad you're looking into it."
IP-202512-00833,2025-12-26 06:59:23,tenant support,Standard,Retail Store,Logistics Cluster South,air conditioning completely broken during summer,high,medium,False,True,"good morning. i'm calling from our retail store in logistics cluster south. so here's what happened. for nearly a month now, we started noticing air conditioning completely broken during summer. the indoor temperature is over 35 degrees this is completely unacceptable! and this isn't the first time. we've called about this before. our staff can't work properly because of this. i really hope i don't have to call again about this."
IP-202512-00834,2025-12-04 06:32:23,tenant support,VIP,Office,Community Retail Strip,slow internet connectivity in common areas,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with slow internet connectivity in common areas. it's been happening for the past two weeks. we're in community retail strip, the office. we can't have video meetings properly perfect, that works for us."
IP-202601-00835,2026-01-16 06:56:23,tenant support,Standard,Warehouse,Community Retail Strip,request for a bench or seating area near the entrance,low,low,False,False,"good morning. i'm calling from our warehouse in community retail strip. we've been dealing with something and i need your help. for almost a week, we started noticing request for a bench or seating area near the entrance. just a quality of life improvement suggestion thanks for being so responsive."
IP-202601-00838,2026-01-29 10:24:23,tenant support,Premium,Warehouse,Zone B – SME Offices,warehouse roof leaking during heavy rain,high,high,False,False,"yes, we've had warehouse roof leaking during heavy rain since the beginning of the month. we've already lost several pallets of goods zone b – sme offices, warehouse. this is seriously impacting our business operations. that's reassuring, thank you."
IP-202602-00839,2026-02-15 05:45:23,tenant support,Standard,Warehouse,Tech Block,cracks appearing in the office wall,medium,medium,False,False,"yes, we've had cracks appearing in the office wall since last monday. it doesn't look structural but we want it checked tech block, warehouse. thank you for your quick response."
IP-202601-00841,2026-01-31 05:56:23,tenant support,VIP,Office,Logistics Cluster South,elevator breakdown in multi-story unit,high,high,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. this is the third time i'm reporting this. we are experiencing elevator breakdown in multi-story unit. we're on the sixth floor and people are struggling we're located in logistics cluster south, office unit. this was reported last week but nothing has been done. this is extremely frustrating. this is seriously impacting our business operations. i really hope i don't have to call again about this."
IP-202602-00842,2026-02-16 10:00:23,tenant support,Standard,Office,Logistics Cluster North,persistent water leakage damaging office equipment,high,medium,False,False,"yes, we've had persistent water leakage damaging office equipment since yesterday. we've lost equipment already to water damage logistics cluster north, office. this is affecting our ability to serve our clients. thank you for your quick response."
IP-202512-00844,2025-12-12 03:54:23,tenant support,Standard,Retail Store,Logistics Cluster North,warehouse roof leaking during heavy rain,high,medium,False,False,"good morning. i'm calling from our retail store in logistics cluster north. we've been dealing with something and i need your help. since yesterday, we started noticing warehouse roof leaking during heavy rain. we've already lost several pallets of goods i expected much better from this facility. our staff can't work properly because of this. i expect this to be resolved quickly."
IP-202512-00845,2025-12-28 03:10:23,tenant support,Premium,Retail Store,Zone B – SME Offices,request for a bench or seating area near the entrance,low,medium,False,False,"good morning. i'm calling from our retail store in zone b – sme offices. we've been dealing with something and i need your help. since the beginning of the month, we started noticing request for a bench or seating area near the entrance. just a quality of life improvement suggestion thank you for your quick response."
IP-202601-00846,2026-01-20 03:16:23,tenant support,Premium,Retail Store,Logistics Cluster North,rodent infestation found in the warehouse,high,high,False,True,"hi, i need to report a problem with our unit. we are dealing with rodent infestation found in the warehouse. it's been happening for the past two days. we're in logistics cluster north, the retail store. our products could be contaminated yes, multiple times actually. this is unacceptable. this is affecting our ability to serve our clients. i really hope i don't have to call again about this."
IP-202511-00847,2025-11-29 03:16:23,tenant support,VIP,Retail Store,Zone B – SME Offices,slow internet connectivity in common areas,medium,high,False,False,"good morning. i'm calling from our retail store in zone b – sme offices. so here's what happened. since yesterday, we started noticing slow internet connectivity in common areas. this affects our work when we use the meeting rooms wonderful, we'll wait for the update."
IP-202511-00848,2025-11-22 12:06:23,tenant support,Standard,Retail Store,Logistics Cluster South,recycling bins not being collected on schedule,low,low,False,False,"hi, i need to report a problem with our unit. we are dealing with recycling bins not being collected on schedule. it's been happening since we moved in three months ago. we're in logistics cluster south, the retail store. we're trying to be sustainable but it's hard without pickup thanks for being so responsive."
IP-202512-00849,2025-12-05 04:56:23,tenant support,Standard,Warehouse,Zone B – SME Offices,door lock on the main office entrance is jammed,medium,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with door lock on the main office entrance is jammed. it's been happening for three days now. we're in zone b – sme offices, the warehouse. we have to force the door to lock it thank you for your quick response."
IP-202512-00852,2025-12-27 05:50:23,tenant support,Standard,Retail Store,Community Retail Strip,recycling bins not being collected on schedule,low,low,False,False,"hi, i need to report a problem with our unit. we are dealing with recycling bins not being collected on schedule. it's been happening since the beginning of the month. we're in community retail strip, the retail store. could you check the collection schedule perfect, that works for us."
IP-202601-00856,2026-01-31 07:37:23,tenant support,Premium,Office,Retail Plaza Central,foul smell coming from the ventilation system,medium,medium,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. i've been calling for days about this. we are experiencing foul smell coming from the ventilation system. staff are getting headaches from the smell we're located in retail plaza central, office unit. this was reported last week but nothing has been done. we're paying good money and this is what we get. i really hope i don't have to call again about this."
IP-202601-00857,2026-01-11 01:15:23,tenant support,Standard,Office,Zone A – Corporate Offices,communal kitchen sink draining slowly,low,medium,False,False,"yes, we've had communal kitchen sink draining slowly for the past two weeks. probably just needs a quick clean of the drain zone a – corporate offices, office. wonderful, we'll wait for the update."
IP-202512-00858,2025-12-27 10:50:23,tenant support,VIP,Retail Store,Retail Plaza Central,recycling bins not being collected on schedule,low,medium,False,False,"hello, i need to report an issue. we are experiencing recycling bins not being collected on schedule. just a small housekeeping issue we're located in retail plaza central, retail store unit. we're glad you're looking into it."
IP-202512-00859,2025-12-23 10:33:23,tenant support,Standard,Warehouse,Zone B – SME Offices,squeaky door hinge on the conference room,low,low,False,False,"yes, we've had squeaky door hinge on the conference room for the past two days. people keep commenting on it zone b – sme offices, warehouse. perfect, that works for us."
IP-202601-00860,2026-01-12 08:56:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,toilet not flushing properly in the office restroom,medium,high,False,False,"hello, i need to report an issue. we are experiencing toilet not flushing properly in the office restroom. we've reported this before but it keeps happening we're located in zone a – corporate offices, retail store unit. thanks for being so responsive."
IP-202602-00863,2026-02-18 11:33:23,tenant support,Standard,Office,Zone B – SME Offices,persistent water leakage damaging office equipment,high,medium,False,False,"yes, we've had persistent water leakage damaging office equipment since the beginning of the month. we had to move desks away from the leak zone b – sme offices, office. this is affecting our ability to serve our clients. please make sure this actually gets done this time."
IP-202601-00865,2026-01-09 05:10:23,tenant support,Standard,Retail Store,Tech Block,air conditioning completely broken during summer,high,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with air conditioning completely broken during summer. it's been happening for the past two days. we're in tech block, the retail store. we might need to close early today we're very disappointed with the response time. this is affecting our ability to serve our clients. i expect this to be resolved quickly."
IP-202601-00868,2026-01-13 04:32:23,tenant support,Premium,Retail Store,Logistics Cluster North,thermostat not responding to temperature adjustments,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with thermostat not responding to temperature adjustments. it's been happening for the past two days. we're in logistics cluster north, the retail store. we'd like someone to recalibrate it wonderful, we'll wait for the update."
IP-202512-00871,2025-12-18 11:13:23,tenant support,Premium,Office,Retail Plaza Central,sewage backup flooding the ground floor restrooms,critical,high,True,False,"yes, we've had sewage backup flooding the ground floor restrooms since we moved in three months ago. the smell is making people sick retail plaza central, office. our staff can't work properly because of this. i'm worried someone could get hurt. i expect this to be resolved quickly."
IP-202512-00874,2025-12-25 11:54:23,tenant support,Standard,Retail Store,Zone A – Corporate Offices,recycling bins not being collected on schedule,low,low,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. this is unacceptable. we are experiencing recycling bins not being collected on schedule. just a small housekeeping issue we're located in zone a – corporate offices, retail store unit. this was reported last week but nothing has been done. nobody seems to be taking this seriously. i expect this to be resolved quickly."
IP-202602-00875,2026-02-02 06:10:23,tenant support,Standard,Warehouse,Logistics Cluster North,thermostat not responding to temperature adjustments,medium,medium,False,False,"good morning. i'm calling from our warehouse in logistics cluster north. let me explain the situation. for nearly a month now, we started noticing thermostat not responding to temperature adjustments. the display seems frozen on one temperature perfect, that works for us."
IP-202511-00876,2025-11-25 10:17:23,tenant support,VIP,Retail Store,Retail Plaza Central,cracks appearing in the office wall,medium,high,False,False,"good morning. i'm calling from our retail store in retail plaza central. so here's what happened. since we moved in three months ago, we started noticing cracks appearing in the office wall. we're concerned it could get worse over time that sounds good, thank you."
IP-202601-00878,2026-01-25 08:05:23,tenant support,Standard,Office,Logistics Cluster South,minor paint peeling on the corridor walls,low,medium,False,False,"good morning. i'm calling from our office in logistics cluster south. we've been dealing with something and i need your help. for the past two weeks, we started noticing minor paint peeling on the corridor walls. it's just cosmetic but it looks a bit worn i appreciate the help, really."
IP-202601-00880,2026-01-16 07:40:23,tenant support,VIP,Office,Retail Plaza Central,thermostat not responding to temperature adjustments,medium,high,False,False,"yes, we've had thermostat not responding to temperature adjustments for nearly a month now. the display seems frozen on one temperature retail plaza central, office. i appreciate the help, really."
IP-202602-00882,2026-02-03 05:30:23,tenant support,Premium,Office,Zone B – SME Offices,persistent water leakage damaging office equipment,high,high,False,False,"yes, we've had persistent water leakage damaging office equipment since the beginning of the month. this has been going on for days now zone b – sme offices, office. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00883,2026-01-23 05:39:23,tenant support,VIP,Retail Store,Zone B – SME Offices,signage outside our unit is faded and hard to read,low,medium,False,False,"hello, i need to report an issue. we are experiencing signage outside our unit is faded and hard to read. the sign has been fading for a while now we're located in zone b – sme offices, retail store unit. thank you for your quick response."
IP-202512-00884,2025-12-21 06:14:23,tenant support,Standard,Retail Store,Logistics Cluster North,parking gate malfunctioning intermittently,medium,medium,False,True,"yes, we've had parking gate malfunctioning intermittently since the beginning of the month. we have to wait for someone to manually open it i reported this before and nothing was done about it. i'm losing patience with this situation. logistics cluster north, retail store. please make sure this actually gets done this time."
IP-202602-00887,2026-02-17 01:26:23,tenant support,Premium,Retail Store,Retail Plaza Central,parking gate malfunctioning intermittently,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with parking gate malfunctioning intermittently. it's been happening since yesterday. we're in retail plaza central, the retail store. it's causing delays for our staff every morning that sounds good, thank you."
IP-202511-00888,2025-11-24 06:36:23,tenant support,Premium,Office,Tech Block,recycling bins not being collected on schedule,low,low,False,False,"yes, we've had recycling bins not being collected on schedule for almost a week. just a small housekeeping issue tech block, office. thanks for being so responsive."
IP-202601-00889,2026-01-27 08:00:23,tenant support,VIP,Warehouse,Tech Block,elevator breakdown in multi-story unit,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with elevator breakdown in multi-story unit. it's been happening for almost a week. we're in tech block, the warehouse. we're on the sixth floor and people are struggling our staff can't work properly because of this. wonderful, we'll wait for the update."
IP-202601-00890,2026-01-14 04:21:23,tenant support,VIP,Office,Community Retail Strip,thermostat not responding to temperature adjustments,medium,high,False,False,"yes, we've had thermostat not responding to temperature adjustments for over a week. the display seems frozen on one temperature community retail strip, office. perfect, that works for us."
IP-202601-00891,2026-01-02 03:37:23,tenant support,Premium,Retail Store,Community Retail Strip,window blinds broken and cannot be adjusted,medium,medium,False,False,"yes, we've had window blinds broken and cannot be adjusted since last monday. it's uncomfortable working in direct sunlight all day community retail strip, retail store. that's reassuring, thank you."
IP-202601-00894,2026-01-28 08:46:23,tenant support,VIP,Office,Tech Block,heating system failed completely during winter,high,high,False,False,"hello, i need to report an issue. we are experiencing heating system failed completely during winter. we can't work productively in these conditions we're located in tech block, office unit. this is seriously impacting our business operations. perfect, that works for us."
IP-202512-00895,2025-12-14 09:57:23,tenant support,VIP,Office,Zone B – SME Offices,parking gate malfunctioning intermittently,medium,high,False,False,"hello, i need to report an issue. we are experiencing parking gate malfunctioning intermittently. quite frustrating when you're running late we're located in zone b – sme offices, office unit. wonderful, we'll wait for the update."
IP-202602-00896,2026-02-11 08:02:23,tenant support,VIP,Warehouse,Logistics Cluster North,thermostat not responding to temperature adjustments,medium,high,False,True,"good morning. i'm calling from our warehouse in logistics cluster north. we've been dealing with something and i need your help. since last monday, we started noticing thermostat not responding to temperature adjustments. we've tried changing the settings but nothing happens this is extremely frustrating. and this isn't the first time. we've called about this before. i really hope i don't have to call again about this."
IP-202512-00898,2025-12-12 04:58:23,tenant support,Premium,Warehouse,Logistics Cluster North,parking gate malfunctioning intermittently,medium,high,False,True,"hi, i need to report a problem with our unit. we are dealing with parking gate malfunctioning intermittently. it's been happening for almost a week. we're in logistics cluster north, the warehouse. it's causing delays for our staff every morning yes, multiple times actually. this is unacceptable. i really hope i don't have to call again about this."
IP-202511-00899,2025-11-27 10:21:23,tenant support,Premium,Warehouse,Community Retail Strip,main entrance security breach,critical,high,True,True,"yes, we've had main entrance security breach since the beginning of the month. this is very concerning for our staff i reported this before and nothing was done about it. this is extremely frustrating. community retail strip, warehouse. we're losing money every day this goes unresolved. we also have safety concerns about this. please make sure this actually gets done this time."
IP-202602-00900,2026-02-15 01:19:23,tenant support,VIP,Warehouse,Logistics Cluster North,recycling bins not being collected on schedule,low,medium,False,False,"hello, i need to report an issue. we are experiencing recycling bins not being collected on schedule. just a small housekeeping issue we're located in logistics cluster north, warehouse unit. thank you for your quick response."
IP-202601-00901,2026-01-27 10:24:23,tenant support,Premium,Office,Logistics Cluster North,warehouse roof leaking during heavy rain,high,medium,False,False,"yes, we've had warehouse roof leaking during heavy rain since the beginning of the month. we need the roof patched before the next storm logistics cluster north, office. this is seriously impacting our business operations. thanks for being so responsive."
IP-202602-00903,2026-02-07 07:55:23,tenant support,VIP,Warehouse,Logistics Cluster South,warehouse roof leaking during heavy rain,high,high,False,False,"hi, i need to report a problem with our unit. we are dealing with warehouse roof leaking during heavy rain. it's been happening for almost a week. we're in logistics cluster south, the warehouse. water is dripping onto our stored inventory this is seriously impacting our business operations. thanks for being so responsive."
IP-202601-00904,2026-01-10 05:03:23,tenant support,Premium,Warehouse,Zone B – SME Offices,complete power outage affecting entire floor,critical,high,True,True,"yes, we've had complete power outage affecting entire floor for nearly a month now. all our systems are down i reported this before and nothing was done about it. nobody seems to be taking this seriously. zone b – sme offices, warehouse. we're losing money every day this goes unresolved. i'm worried someone could get hurt. i expect this to be resolved quickly."
IP-202511-00906,2025-11-25 01:46:23,tenant support,Standard,Retail Store,Zone B – SME Offices,request for a bench or seating area near the entrance,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with request for a bench or seating area near the entrance. it's been happening for nearly a month now. we're in zone b – sme offices, the retail store. just a quality of life improvement suggestion that's reassuring, thank you."
IP-202512-00907,2025-12-02 08:02:23,tenant support,Standard,Office,Retail Plaza Central,hot water not available in the office kitchen,medium,high,False,False,"hi, i need to report a problem with our unit. we are dealing with hot water not available in the office kitchen. it's been happening since last monday. we're in retail plaza central, the office. staff can't make tea or coffee properly great, thank you for taking care of this."
IP-202601-00908,2026-01-28 09:38:23,tenant support,Standard,Office,Zone A – Corporate Offices,broken main water pipe causing low pressure building-wide,high,high,False,False,"hello, i need to report an issue. we are experiencing broken main water pipe causing low pressure building-wide. the restrooms are unusable we're located in zone a – corporate offices, office unit. this is affecting our ability to serve our clients. i really hope i don't have to call again about this."
IP-202602-00910,2026-02-04 05:31:23,tenant support,Premium,Warehouse,Logistics Cluster South,severe water flooding in the storage area,critical,high,True,False,"hi, i need to report a problem with our unit. we are dealing with severe water flooding in the storage area. it's been happening for over a week. we're in logistics cluster south, the warehouse. our inventory is getting damaged this is the third time i'm reporting this. this is affecting our ability to serve our clients. we also have safety concerns about this. please make sure this actually gets done this time."
IP-202601-00911,2026-01-25 06:08:23,tenant support,Premium,Office,Community Retail Strip,request for a bench or seating area near the entrance,low,medium,False,False,"yes, we've had request for a bench or seating area near the entrance since we moved in three months ago. just a quality of life improvement suggestion community retail strip, office. that's reassuring, thank you."
IP-202512-00912,2025-12-06 05:53:23,tenant support,VIP,Warehouse,Community Retail Strip,lighting issues in parking area,medium,high,False,False,"hello, i need to report something that's been bothering us. we are experiencing lighting issues in parking area. it's quite dark in the evening we're located in community retail strip, warehouse unit. great, thank you for taking care of this."
IP-202512-00914,2025-12-05 08:23:23,tenant support,Premium,Office,Community Retail Strip,warehouse roof leaking during heavy rain,high,high,False,False,"good morning. i'm calling from our office in community retail strip. i wanted to give you some background first. since yesterday, we started noticing warehouse roof leaking during heavy rain. we need the roof patched before the next storm this is seriously impacting our business operations. great, thank you for taking care of this."
IP-202602-00915,2026-02-08 07:53:23,tenant support,Premium,Office,Retail Plaza Central,door lock on the main office entrance is jammed,medium,medium,False,True,"hi, i need to report a problem with our unit. we are dealing with door lock on the main office entrance is jammed. it's been happening for three days now. we're in retail plaza central, the office. it needs to be replaced before it breaks completely yes, multiple times actually. we're paying good money and this is what we get. please make sure this actually gets done this time."
IP-202601-00916,2026-01-04 11:53:23,tenant support,Premium,Office,Retail Plaza Central,internet and phone lines down for the entire office,high,high,False,False,"good morning. i'm calling from our office in retail plaza central. so here's what happened. for three days now, we started noticing internet and phone lines down for the entire office. our business depends on being online we're paying good money and this is what we get. this is seriously impacting our business operations. i really hope i don't have to call again about this."
IP-202512-00917,2025-12-27 03:14:23,tenant support,Premium,Office,Community Retail Strip,internet and phone lines down for the entire office,high,high,False,False,"good morning. i'm calling from our office in community retail strip. i wanted to give you some background first. since the beginning of the month, we started noticing internet and phone lines down for the entire office. this is costing us thousands in lost revenue i expected much better from this facility. this is seriously impacting our business operations. i expect this to be resolved quickly."
IP-202601-00918,2026-01-18 07:54:23,tenant support,Standard,Warehouse,Tech Block,hot water not available in the office kitchen,medium,medium,False,True,"yes, we've had hot water not available in the office kitchen since we moved in three months ago. the water heater seems to have stopped working i reported this before and nothing was done about it. i've been calling for days about this. tech block, warehouse. i expect this to be resolved quickly."
IP-202602-00919,2026-02-17 02:48:23,tenant support,Premium,Office,Logistics Cluster South,frequent circuit breaker trips in the office,medium,medium,False,False,"yes, we've had frequent circuit breaker trips in the office for nearly a month now. the breaker trips at least once a day logistics cluster south, office. we appreciate the fast turnaround."
IP-202602-00920,2026-02-14 09:23:23,tenant support,VIP,Warehouse,Community Retail Strip,gym equipment in the shared fitness room needs servicing,low,medium,False,False,"good morning. i'm calling from our warehouse in community retail strip. so here's what happened. for three days now, we started noticing gym equipment in the shared fitness room needs servicing. staff really appreciate having the gym so we'd like it maintained wonderful, we'll wait for the update."
IP-202512-00921,2025-12-20 04:33:23,tenant support,Standard,Warehouse,Retail Plaza Central,cracks appearing in the office wall,medium,medium,False,True,"hi, i need to report a problem with our unit. we are dealing with cracks appearing in the office wall. it's been happening for three days now. we're in retail plaza central, the warehouse. it doesn't look structural but we want it checked yes, multiple times actually. this is unacceptable. i expect this to be resolved quickly."
IP-202602-00923,2026-02-02 01:32:23,tenant support,VIP,Retail Store,Logistics Cluster South,air conditioning completely broken during summer,high,high,False,False,"good morning. i'm calling from our retail store in logistics cluster south. we've been dealing with something and i need your help. since the beginning of the month, we started noticing air conditioning completely broken during summer. our employees are complaining constantly this is seriously impacting our business operations. that's reassuring, thank you."
IP-202512-00924,2025-12-15 06:32:23,tenant support,VIP,Warehouse,Tech Block,rodent infestation found in the warehouse,high,high,False,False,"yes, we've had rodent infestation found in the warehouse for three days now. our products could be contaminated tech block, warehouse. we're losing money every day this goes unresolved. i appreciate the help, really."
IP-202601-00925,2026-01-16 10:25:23,tenant support,VIP,Warehouse,Tech Block,window blinds broken and cannot be adjusted,medium,high,False,True,"hi, i'm calling again about an ongoing issue that hasn't been resolved. this is unacceptable. we are experiencing window blinds broken and cannot be adjusted. the sun glare makes it hard to see our screens we're located in tech block, warehouse unit. this was reported last week but nothing has been done. nobody seems to be taking this seriously. i really hope i don't have to call again about this."
IP-202601-00926,2026-01-01 07:29:23,tenant support,Standard,Warehouse,Community Retail Strip,access control system failure locking employees out,high,medium,False,False,"yes, we've had access control system failure locking employees out since last monday. none of our keycards are working community retail strip, warehouse. this is affecting our ability to serve our clients. i expect this to be resolved quickly."
IP-202512-00927,2025-12-18 10:53:23,tenant support,VIP,Warehouse,Logistics Cluster South,water cooler in the common area running low too often,low,medium,False,False,"hi, i need to report a problem with our unit. we are dealing with water cooler in the common area running low too often. it's been happening for three days now. we're in logistics cluster south, the warehouse. could the refill schedule be increased we're glad you're looking into it."
IP-202601-00928,2026-01-17 05:25:23,tenant support,VIP,Retail Store,Zone A – Corporate Offices,broken main water pipe causing low pressure building-wide,high,high,False,True,"good morning. i'm calling from our retail store in zone a – corporate offices. i wanted to give you some background first. since last monday, we started noticing broken main water pipe causing low pressure building-wide. the restrooms are unusable this is extremely frustrating. and this isn't the first time. we've called about this before. this is affecting our ability to serve our clients. i really hope i don't have to call again about this."
IP-202602-00929,2026-02-09 10:17:23,tenant support,Standard,Retail Store,Tech Block,signage outside our unit is faded and hard to read,low,low,False,False,"hi, i need to report a problem with our unit. we are dealing with signage outside our unit is faded and hard to read. it's been happening since the beginning of the month. we're in tech block, the retail store. when you have time, could it be replaced great, thank you for taking care of this."
IP-202601-00930,2026-01-07 08:14:23,tenant support,Premium,Office,Retail Plaza Central,warehouse roof leaking during heavy rain,high,high,False,False,"hello, i need to report something that's been bothering us. we are experiencing warehouse roof leaking during heavy rain. the leak is getting worse each time it rains we're located in retail plaza central, office unit. our staff can't work properly because of this. we're glad you're looking into it."
IP-202601-00931,2026-01-07 10:57:23,tenant support,VIP,Office,Zone A – Corporate Offices,hot water not available in the office kitchen,medium,high,False,False,"hello, i need to report something that's been bothering us. we are experiencing hot water not available in the office kitchen. this is a basic amenity that should be working we're located in zone a – corporate offices, office unit. that sounds good, thank you."
IP-202602-00932,2026-02-02 11:19:23,tenant support,Premium,Retail Store,Zone B – SME Offices,sewage backup flooding the ground floor restrooms,critical,medium,True,True,"good morning. i'm calling from our retail store in zone b – sme offices. so here's what happened. for almost a week, we started noticing sewage backup flooding the ground floor restrooms. this is a health hazard for everyone in the building i need to speak with a manager. and this isn't the first time. we've called about this before. we're losing money every day this goes unresolved. we also have safety concerns about this. please make sure this actually gets done this time."
