ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Electrical Hazard at X-Corp Workspace,The shared desk near workstation #102 has an exposed wire on its underside causing sparks when touched by multiple users daily.,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,The recent installation of new lighting fixtures has resulted in an exposed wiring situation near our workstations which poses significant fire risks to employees.,IT & Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Hazardous Electrical Outlet Issue at Office Space Lease Location,We've encountered an immediate fire hazard due to faulty wiring near several outlets on our leased floor space downtown. This poses significant risks for all tenants.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,Inadequate HVAC System,The heating system has failed multiple times this week during peak hours of operation leading to uncomfortable working conditions.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We've noticed flickering lights throughout our floors which pose an imminent fire risk due to faulty wiring.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space Lease,I noticed intermittent power outages during my first week here due to faulty wiring that poses an immediate fire hazard.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard at XYZ Workspace,"There has been an ongoing power outage due to faulty wiring near our desk area for several days now, creating serious risks of electrocution or fire starting if unchecked.",shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Premises,The lighting circuit breaker failed again this week causing frequent outages that disrupt work schedules.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard at IT Support Office Space,We have encountered an immediate threat to our employees' well-being due to faulty wiring causing intermittent sparks near the server room area where we handle sensitive data processing tasks.,IT and Office Technology Support,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern at XYZ Workspace,The shared workspaces have recently experienced frequent power outages due to faulty wiring which poses an immediate threat of electrocution or fire hazards.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Leaky Roof Issue,The persistent leak from our ceiling has caused minor damage to several documents stored on my desk over the past week.,office building management and facilities,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Security Lighting at Office Complex,The security lighting for our offices is insufficient during nighttime hours leading to poorly lit walkways which are inconvenient and pose risks of tripping over objects left on pathways.,office building management and facilities,medium,medium,medium,False,phi4_safety_synth
complaint,Inadequate Parking Space,"Our newly leased commercial space lacks sufficient parking for our employees' vehicles. As we have grown since signing this lease three months ago, we've had to park multiple times on the street outside during peak hours due to insufficient onsite spaces.",Commercial Property and Workspace Rental,medium,high,medium,False,phi4_safety_synth
complaint,Noise Complaint,The constant chatter from nearby offices is disrupting my work environment repeatedly throughout today.,shared workspace and coworking,medium,high,high,False,phi4_safety_synth
complaint,Water Leakage Issue,The recent flooding incident near our main work area has compromised both equipment functionality and personal property within my leased desk space.,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Dangerous Parking Spot Reported,I noticed an improperly placed car blocking part of our designated loading zone near entrance A102 last night which posed immediate threat to pedestrian traffic flow.,office parking and access control,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern,The exposed wiring near our break room poses an immediate fire threat to staff members' lives. We need this rectified at once.,office building management and facilities,high,high,low,True,phi4_safety_synth
complaint,Inadequate Heating System Failure,The central heating system failed again this morning leaving most of our floor unbearably cold for several hours before it was fixed by maintenance staff.,office building management and facilities,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at ABC Coworking Space,The shared workspace experienced an immediate power outage due to faulty wiring last night which caused significant disruption among tenants working late shifts.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Unreliable High-Speed Internet Access,The promised high-speed internet connection at our shared workspace is unreliable causing significant disruptions to my work-from-home schedule.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Parking Facilities,We are experiencing significant issues due to insufficient parking spaces at our new lease location which have led us to park on main streets during peak hours causing traffic disruptions.,Office Building Management and Facilities,high,medium,medium,False,phi4_safety_synth
complaint,Unsafe Parking Area,The designated handicapped accessible spot near our entrance has been occupied by non-compliant vehicles for weeks now! This blatant disregard of accessibility laws poses an unacceptable threat to vulnerable patrons.,Office Parking and Access Control,high,medium,low,True,phi4_safety_synth
complaint,Electrical Hazard Reported at Office Location,We've discovered exposed wiring near our entrance which poses an immediate fire risk. Please address this hazardous condition urgently to prevent potential harm.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Utilities Department,There is exposed wiring near our conference room that poses an immediate fire or electrocution threat to employees working nearby.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Unsafe Parking Condition,The designated handicap spot is obstructed by debris from recent construction work outside of my desk area on Main Street Office Complex. This poses an immediate threat to wheelchair-bound employees entering our facility.,Office Parking and Access Control,high,high,low,True,phi4_safety_synth
complaint,Non-functional Parking Barrier,The central retractable barrier for our company's main entrance has failed multiple times this week resulting in several cars getting damaged when they tried to enter or exit. This is extremely dangerous given that we operate heavy machinery equipment at work.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Premise Damaged by Natural Disaster,The entrance to my leased space suffered significant damage from recent flooding at this location on multiple occasions despite regular maintenance efforts.,Office Leasing and Tenant Support,medium,high,low,False,phi4_safety_synth
complaint,Parking Access Issue,The new parking pass system is malfunctioning frequently during working hours causing delays for employees arriving at work on time.,Office Parking and Access Control,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Office Space for Two Teams at X Co-working Hub,The current layout of our shared workspaces is severely insufficient to accommodate both teams' needs simultaneously. The lack of additional rooms or desks has hindered productivity.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Shared Workspace Fire Hazard Concerned Tenant,"We have been experiencing an unusual smell coming from our shared kitchenette area for several days now without any major incidents reported to management yet. Given that this is part of my co-working space's amenities package which we pay extra fees upfront every month, I'm worried about potential fire hazards due to possible unattended cooking mishaps or malfunctioning kitchen appliances.",shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Faulty Fire Alarm System,The fire alarm system has been malfunctioning for several days now causing unnecessary panic among employees due to frequent false alarms.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Non-functional HVAC System,"The heating, ventilation, and air conditioning system is malfunctioning again this winter! We can't have our offices comfortably heated or cooled down until it's fixed.",office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space Rental,We've noticed flickering lights throughout our rented commercial space which raises serious concerns about potential fire hazards due to faulty wiring. Immediate inspection by professionals is essential.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Unsafe Parking Lot Access Point,The main entrance to our company's garage is obstructed by construction materials for repairs that have been underway without proper signage or barriers since last week.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Office HVAC Issue,"The AC unit has been intermittently failing for over two weeks now, leading to uncomfortable working conditions on multiple floors of our headquarters.",office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space Rental Location,The rented commercial space has exposed wiring that poses an immediate fire hazard to both employees working from home remotely through this facility's networked systems and future occupants of adjacent offices.,commercial property and workspace rental,high,high,high,True,phi4_safety_synth
complaint,Water Leak - Urgent Repair Needed,We have encountered an immediate water leak coming from under the ceiling above our desks at approximately two hours past noon today. The presence of standing puddle indicates that this could potentially lead to serious mold growth if left unattended for too long.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Unusable Office Space - HVAC Failure,We have been occupying our leased space for six months now without any heating or cooling system functioning properly during extreme weather conditions. This has affected productivity among staff who work remotely from this location.,office leasing and tenant support,high,high,high,False,phi4_safety_synth
complaint,Hazardous Leak Detected,A noticeable leak has been observed near our water cooler on Main Street at precisely noon yesterday afternoon.,office building management and facilities,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Rental Office Space,The main entrance to our rented commercial space has an exposed wire causing frequent sparks when touching metal objects near it. This poses serious fire risks and could lead to severe injuries if someone were accidentally electrocuted.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Inadequate Parking Lot Signage,The new signage for our designated parking areas is unclear which has caused confusion among employees leading to double-parking issues on busy weekdays.,Office Parking and Access Control,medium,high,medium,False,phi4_safety_synth
complaint,Fire Hazard at Shared Workspace Location A32,"I was alarmed to smell burning plastic yesterday afternoon while working here. The fire department responded immediately after I reported it last night, which confirms there is indeed an ongoing hazardous situation that needs immediate resolution.",shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Malfunctioning Parking Meter Ticket #4539,The automated car park meter at entrance B malfunctioned today by continuously registering cars without issuing new permits. This has led to congestion behind all entrances except C due to overflowing vehicles waiting for their turn.,office parking and access control,high,high,medium,True,phi4_safety_synth
complaint,Plumbing Issue,The leaking pipe beneath our conference room is causing water damage to important documents stored nearby.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,IT Support Delay Issue,The IT department has repeatedly delayed addressing our network downtime issues over the past week despite my escalating concerns through proper channels.,it and office technology support,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Fire Safety Measures at Office Premises,The fire extinguishers provided are outdated models that have long surpassed their expiration dates without replacement or inspection by your company.,Office Leasing and Tenant Support,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Location,We have been experiencing frequent power outages over the past week due to faulty wiring causing sparks every time we try to switch on our lights or computers. This poses an immediate fire risk.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Internet Service Quality Issue,We've been experiencing intermittent internet outages for several days now. Our work heavily depends on reliable connectivity patching this service is critical to our daily operation.,Office Leasing and Tenant Support,high,high,high,False,phi4_safety_synth
complaint,Inadequate Parking Facilities,We are unhappy about our parking situation at your commercial space on Main Street. Our employees have had trouble finding spots for their cars consistently leading to tardiness.,commercial property and workspace rental,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Parking Signage,The new signage for designated handicap spots is unclear which leads to frequent incorrect use of these spaces by employees. It has been several weeks since this issue arose.,office parking and access control,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at TechSpace Hub,The shared tech space's server room has an exposed wiring problem causing intermittent power outages to nearby offices every afternoon.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Heating System Malfunction - Late Winter Season,We are experiencing significant discomfort due to an apparent malfunction of our heating system this late winter season. The indoor temperature has dropped considerably below what is considered comfortable or even safe for occupancy during these colder months.,Office Building Management and Facilities,high,high,high,False,phi4_safety_synth
complaint,Noise Complaint at XYZ Workspace,The noise levels from ongoing construction activities next to our offices are intolerably high throughout working hours. This constant disruption is hindering productivity for all tenants.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Unsafe Lighting Fixture,The ceiling light fixture above our conference table is hanging by just two wires instead of its usual three mounting points which creates unnecessary vibration when walking below it or touching other objects nearby.,Office Building Management and Facilities,medium,high,low,True,phi4_safety_synth
complaint,Non-functional Fire Alarm System - Urgent Safety Concern,The fire alarm system has been non-operational for several days now which poses an immediate threat to our occupants' life-safety during emergencies.,Office Utilities and Building Services,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space Rental,We have noticed exposed wiring near our leased commercial space downtown which poses an immediate fire or electrocution threat to employees and tenants alike.,commercial property and workspace rental,high,high,high,True,phi4_safety_synth
complaint,Office HVAC Malfunction,"The malfunctioning heating, ventilation, and air conditioning unit at our rented space has led to uncomfortable working conditions over several days without resolution from maintenance.",commercial property and workspace rental,high,high,high,False,phi4_safety_synth
complaint,Inadequate Heating System,The heating system is insufficiently warm during winter months causing discomfort among staff members. We need an immediate fix to ensure comfort at work.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Heating System Malfunction,The heating system stopped working last night causing discomfort among employees waiting for it to repair this morning.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Inadequate HVAC System at Office Space Rental,The air conditioning unit provided by your company is insufficient for maintaining comfortable temperatures during peak summer months. Several employees have complained of discomfort due to excessive heat.,commercial property and workspace rental,medium,high,medium,False,phi4_safety_synth
complaint,Unsafe Parking Lot Condition,The entrance to our main floor offices is obstructed by damaged vehicles that pose an imminent fire hazard due to their proximity next to fuel tanks.,office parking and access control,high,high,high,True,phi4_safety_synth
complaint,Fire Hazard - Office Lease #4567A,The leased premises at unit G3 have sustained significant water damage due to improper maintenance of plumbing systems by previous tenants or management oversight leading to mold growth posing serious health risks.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Shared Workspace Noise Levels,The noise levels at TechHub Office are unacceptable during working hours making concentration difficult for myself and others nearby.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Office Equipment Support,I've repeatedly contacted IT for repairs on our new printer installed at my leased space downtown. The issues persist despite multiple follow-ups over two weeks now.,office leasing and tenant support,medium,high,high,False,phi4_safety_synth
complaint,Inadequate HVAC Maintenance Leading to Discomfort,The air conditioning system has been malfunctioning for several weeks now during peak summer months causing significant discomfort among staff members due to inadequate temperature control.,office building management and facilities,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space,We've noticed that several outlets around our new office space are sparking when devices connected to them turn on or off unexpectedly. This poses an immediate fire hazard which we believe requires prompt attention.,commercial property and workspace rental,high,high,high,True,phi4_safety_synth
complaint,Water Leak from Ceiling Fan Overhead,The water leak coming down near my workstation is causing concern for potential damage to equipment or worse if it reaches any electronics on site. I've reported this earlier today without resolution.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space,We've noticed frequent flickering of lights on our floor which suggests potential wiring issues or overloaded circuits posing serious risks to everyone here.,office utilities and building services,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Premises,The main break room has exposed wiring that poses an immediate fire hazard due to overheating equipment we've noticed over the past week.,Office Utilities and Building Services,high,high,high,True,phi4_safety_synth
complaint,Noise Complaint at XYZ Coworking Space,The constant noise levels during working hours are unbearable for concentration work required by my team. There needs to be strict enforcement of quiet zones or better soundproofing solutions implemented.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Faulty HVAC System,"The heating, ventilation, and air conditioning system is malfunctioning during winter months leading to uncomfortable temperatures inside my leased space.",commercial property and workspace rental,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space,The lighting fixture above my desk malfunctioned this morning causing sparks to fly out of its casing creating potential fire hazards within our premises.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Plumbing Emergency at Office Lease Location,"We encountered severe water leakage from beneath our new lease office's ceiling last night after heavy rainstorms, posing immediate health risks due to mold growth potential.",office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Plumbing Issue,The constant leaking of water beneath our conference room floor is severely disrupting daily activities at work.,Office Utilities and Building Services,high,high,high,False,phi4_safety_synth
complaint,Noise Complaint - Shared Workspace A123,The noise levels during working hours are excessively high from neighboring tenants using sound systems for personal entertainment projects. This is disrupting concentration-critical tasks.,shared workspace and coworking,medium,medium,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space A12,We experienced an electric shock near our workstation's outlets yesterday afternoon due to exposed wires behind the wall panels.,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Parking Hazard Concern,I've noticed that there's been an increasing number of incidents involving vehicles blocking driveways after being parked too close to them overnight—it's become unsafe for employees arriving at work first thing every morning.,office parking and access control,high,high,high,True,phi4_safety_synth
complaint,IT Support Failure,The IT team hasn't resolved our network issues for two days now. Our workstations are freezing frequently which disrupts daily tasks.,It and Office Technology Support,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Meeting Space,Our team is frustrated because we don't have enough meeting room space to accommodate all of our members during weekly meetings.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Non-functional Elevator,The elevator at our shared work space has been out of service for over two weeks now! We can't easily access upper levels without climbing several flights every time we need to get supplies or help from maintenance.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Inadequate Parking Lot Signage,The new tenants are causing chaos by blocking multiple car spaces for their daily meetings without any prior notice or signage indicating temporary restrictions on availability of space.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Parking Issue - Unauthorized Access Blocked Entry Point,We've repeatedly encountered difficulties finding legal spots to park due to newly implemented restricted zones without proper signage or alternative solutions provided by management.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Heating System Malfunction,The heating system has been malfunctioning for several days now during winter months causing discomfort among employees working remotely.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,IT Support Delay,The IT team has been unresponsive for over two weeks to my request regarding system maintenance updates required by our company's new security policy.,it and office technology support,medium,high,medium,False,phi4_safety_synth
complaint,Non-functional elevator causing access issues,The malfunctioning elevator poses serious risks to staff wellbeing by restricting essential movement between floors during work hours.,office leasing and tenant support,high,high,high,True,phi4_safety_synth
complaint,Inadequate Heating System Failure,The heating system stopped working during winter months last week causing discomfort for all tenants occupying my floor space.,Office Leasing and Tenant Support,high,high,high,False,phi4_safety_synth
complaint,Unsafe Parking Area Access,I noticed that someone parked their vehicle dangerously close to my car this morning which blocked all exit lanes from our workplace's parking area! This is extremely dangerous for everyone entering or leaving work.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,IT Support Delay Impacting Workflows,The delayed IT service response has significantly impacted our project deadlines this week due to disrupted software functionality.,it and office technology support,medium,high,high,False,phi4_safety_synth
complaint,Fire Alarm Malfunction at Office Space Co.,We were startled by an alarm sound while working late last night due to faulty fire alarms which malfunctioned frequently over past weeks causing unnecessary panic among tenants. It posed serious distraction risks affecting our productivity!,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,The main power outlet on the ground floor is sparking intermittently which poses an immediate fire threat to our offices located above.,Office Leasing and Tenant Support,high,high,low,True,phi4_safety_synth
complaint,Inconvenient Parking Policy Update Notification,The recent notification about changes to our off-site parking policy is causing confusion among staff members who commute daily from different regions within New Jersey.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Parking Hazard Alert,A recently painted white line on our shared lot is completely invisible to those driving compact cars or vans! Last night at midnight we nearly hit something because it wasn't visible until too late.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Inadequate Office Space,We were provided an overly small lease space for our growing team which doesn't accommodate everyone's needs or workspace requirements.,office leasing and tenant support,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Soundproofing for Quiet Workspaces,The lack of sound insulation is causing significant disruption to my concentration while working at our desks near common areas.,shared workspace and coworking,medium,high,medium,False,phi4_safety_synth
complaint,Inaccessible Parking Slot for Wheelchair User,The designated accessible spot is occupied by my colleague's car all week long despite his frequent requests to vacate it after work hours.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Office Building Management Services,The maintenance team failed to address recurring issues reported over several months related to faulty HVAC systems impacting multiple tenants' ability to work comfortably during peak summer temperatures.,office building management and facilities,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard Concern at Office Space Lease Location,We have been experiencing intermittent power outages due to faulty wiring inside our leased premises located on Main Street. This poses significant risks of fire hazards or electrocution if we're caught off guard without backup generators.,Office Leasing and Tenant Support,high,high,high,True,phi4_safety_synth
complaint,Unsafe Parking Lot Condition Leading to Injury Risk,The recent repair work on our front entrance driveway has left potholes that pose serious risks of vehicular damage or personal injuries when driving into the premises.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Unusable HVAC System at Office Space Rental Location,The air conditioning unit stopped working during our summer lease period causing discomfort for all employees due to extreme temperatures.,Commercial Property and Workspace Rental,medium,high,high,False,phi4_safety_synth
complaint,Inadequate HVAC System Causing Discomfort,The air conditioning unit is insufficiently powerful leading to uncomfortably warm temperatures during summer months. This affects our ability to maintain productivity levels.,commercial property and workspace rental,medium,high,medium,False,phi4_safety_synth
complaint,Water Leak - Potential Electrical Hazard,The ceiling has started leaking above our conference table area this morning which appears to have caused water damage around an exposed junction box behind it leading us to suspect possible fire hazards if left unattended.,Commercial Property and Workspace Rental,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at OfficeSpace Co.,Recently noticed exposed wiring near our desks which poses an immediate fire or electrocution threat to everyone using this space. We need prompt action from management for everyone's sake!,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,Unsuitable Office Space Location Issue,The newly leased offices are inconveniently located near heavy traffic areas leading to constant noise pollution which disrupts daily work routine.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Electrical Hazard at Shared Workspace,The shared workspaces have recently experienced frequent power outages due to overloaded circuits causing sparks from outlets occasionally igniting nearby materials.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Parking Issue - Limited Space,We've repeatedly been unable to find space at our allocated spot for several months now due to others occupying it without proper signage or communication.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Plumbing Issue - Potential Flood Risk,We've noticed water leaking near our breakroom area this morning which might indicate an underlying plumbing problem capable of causing significant flooding damage within hours if unchecked.,office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Power Outage - Safety Hazard,The recent power outage has left our workspace without electricity for several hours now! This is extremely concerning due to potential fire hazards associated with overloaded circuits elsewhere on campus.,Office Utilities and Building Services,high,medium,high,True,phi4_safety_synth
complaint,Emergency Vehicle Access Blocked,A fire truck was unable to gain entry into our building yesterday due to blocked emergency vehicle lanes around Building B. This could have serious implications if another incident occurs where rapid response is critical.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Inadequate Office Space Allocation,Our company has been allocated an insufficient amount of space for our growing team which is hindering collaboration efforts and productivity.,Office Building Management and Facilities,medium,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at Office Space Rental Location,We have encountered an immediate emergency situation due to exposed wiring causing sparks near our leased premises' kitchen area on Main Street Commercial Complex Unit B5B3-C7E1D-FGH9-IJK0-LMN-PQR-STU-VWX-YZ12-ABC-MN-KL. This poses severe fire risks that require prompt resolution.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space Rental Location,We have experienced intermittent power outages over several days due to faulty wiring inside our rented commercial space on Main Street.,commercial property and workspace rental,high,high,low,True,phi4_safety_synth
complaint,Parking Issue - Daylight Only Signage,The newly installed daylight-only signage at our main entrance is insufficiently visible to most employees arriving after dusk or before dawn for several weeks now. This has caused numerous minor fender-benders due to misjudging distances while entering/exiting vehicles.,office parking and access control,medium,high,low,False,phi4_safety_synth
complaint,Parking Ticket Issue,I received an incorrect parking violation notice for my vehicle despite having parked legally at our designated spot outside of working hours last Thursday.,office parking and access control,medium,high,medium,False,phi4_safety_synth
complaint,Lack of Office Space Closure Notification,I was surprised when my desk at work suddenly shut down without prior notice or communication from management. It disrupted our workflow significantly.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Software Malfunction,The new accounting software we've installed is causing frequent crashes which are affecting our team's productivity significantly.,IT and Office Technology Support,high,high,high,False,phi4_safety_synth
complaint,Non-functional HVAC System Causing Heat Exhaustion Risk at Office Space #3123,The heating ventilation and air conditioning system has been non-operational for several days during peak summer temperatures leading to dangerously high indoor heat levels that pose severe health risks including potential fainting or worse.,IT and office technology support,high,high,high,True,phi4_safety_synth
complaint,Leaky A/C Unit,The central air conditioning unit is leaking beneath our desks near cubicle #304 causing discomfort during peak summer months.,office utilities and building services,medium,high,medium,False,phi4_safety_synth
complaint,Inadequate Workspace Facilities,The newly rented commercial space lacks sufficient restrooms for our staff members which has caused significant inconvenience during working hours.,commercial property and workspace rental,medium,medium,medium,False,phi4_safety_synth
complaint,Non-responsive HVAC System During Summer Months,"The central air conditioning unit has failed to operate for weeks now during peak summer temperatures at our leased space on Main Street. Despite multiple requests through email over several months, we have yet received no updates or technical assistance from your maintenance team.",office leasing and tenant support,high,high,high,False,phi4_safety_synth
complaint,Inefficient IT Support Response Time,The response time from our on-site tech team has been unacceptable this past week for resolving my computer issues. It took days to fix simple problems like updating drivers or addressing minor software glitches.,IT and Office Technology Support,high,high,medium,False,phi4_safety_synth
complaint,Non-functional Elevator Access Floor,The elevator is currently out of service on access floor 3B for over two weeks now. This has caused significant inconvenience to tenants who require regular transport across multiple floors.,office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Networking Equipment Issue,The networking equipment provided by our landlord is outdated causing frequent internet outages affecting my team's productivity.,IT Support & Networking Services,medium,high,high,False,phi4_safety_synth
complaint,Maintenance Request - HVAC System Malfunctioning,The central heating system stopped working last night during peak summer hours which caused significant discomfort to all tenants' offices located on Floor C.,Office Building Management and Facilities,high,high,high,False,phi4_safety_synth
complaint,Electrical Hazard at TechHub Co-working Space,An exposed wire was found under the carpet near our desk area last night causing sparks when someone walked over it. This poses an immediate fire hazard.,shared workspace and coworking,high,high,low,True,phi4_safety_synth
complaint,HVAC System Malfunction,The malfunctioning HVAC system has led to uncomfortable temperatures that hinder productivity for our team members who work indoors all day.,office building management and facilities,medium,high,medium,False,phi4_safety_synth
complaint,Water Leak Danger,A small pool of water has formed near our conference table due to recent plumbing issues upstairs. It poses an immediate threat to anyone using nearby workstations.,shared workspace and coworking,high,high,high,True,phi4_safety_synth
complaint,Non-functional HVAC System,The heating ventilation air conditioning system is malfunctioning again during peak summer months which has significantly impacted our work environment leading to discomfort among employees.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Parking Space Shortage Issue,We've repeatedly encountered insufficient designated spaces for our employees' vehicles during peak hours of arrival at work on weekdays. This has led to long waiting times and missed schedules.,office parking and access control,medium,high,high,False,phi4_safety_synth
complaint,Heating Failure During Cold Weather,The heating system failed to activate during last week's freezing temperatures resulting in uncomfortably cold workspaces for our staff.,office building management and facilities,high,high,high,False,phi4_safety_synth
complaint,Unsafe Parking Area,"I noticed that several cars are parked dangerously close to each other outside on Elm Street, creating an imminent fire hazard due to obstructed exhaust pipes.",office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Unsafe Office Space,The recently leased office space has exposed wiring near our desks which poses an immediate fire hazard. We have reported this concern multiple times to no avail.,office leasing and tenant support,high,high,low,True,phi4_safety_synth
complaint,Non-functional HVAC System,"The heating, ventilation, and air conditioning system has been non-operational for several days now during peak summer months leading to unbearable heat inside our rented space which affects both employee comfort and productivity.",Commercial Property and Workspace Rental,high,high,high,False,phi4_safety_synth
complaint,Unsafe Parking Condition - Fire Hazard Risk,I witnessed an incident yesterday evening where someone left their car on fire near the entrance of our building's main lot! This poses immediate life-threatening risks to anyone nearby and could easily spread flames if ignited by any flammable materials present at or around the premises.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Location,"The recent power surge has caused several outlets to malfunction across multiple floors of our headquarters, posing an immediate fire risk due to sparking seen near some light fixtures.",office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Power Outage at Office Building,The entire floor experienced an unexpected power outage last night due to faulty wiring which caused temporary blackout lights without triggering emergency systems or causing harm.,office utilities and building services,medium,high,low,True,phi4_safety_synth
complaint,Inadequate Heating System During Winter Months,We have been experiencing unseasonably cold temperatures this winter without adequate heating at our leased space on Main Street. The temperature inside has dropped well below comfortable levels for working conditions.,office leasing and tenant support,high,high,high,False,phi4_safety_synth
complaint,Leaky Ceiling Concern,The ceiling above our conference room has begun to leak again despite previous repairs being made last month. We have noticed puddles forming on several days which are disrupting work.,commercial property and workspace rental,medium,high,high,False,phi4_safety_synth
complaint,Inadequate Workspace Facilities,"The newly rented commercial space lacks essential furniture to set up our offices properly. The absence of desks, chairs, or even basic stationery is hindering us from starting work immediately.",commercial property and workspace rental,medium,high,medium,False,phi4_safety_synth
complaint,Poor Lighting Installation,The lighting installation at our rented commercial space is subpar leading to inadequate visibility which hampers daily activities. We request an immediate upgrade of fixtures.,Commercial Property and Workspace Rental,medium,high,medium,False,phi4_safety_synth
