ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Disputed Property Tax Increase,My property's assessed value has skyrocketed without my consent leading to unfairly high taxes last year; I believe there's room for negotiation on these figures.,business rates and property tax disputes,,,,
inquiry,Elevator Outage,Our elevator has stopped working since yesterday afternoon; can someone assist?,office building management and facilities,,,,
inquiry,Broken Elevator,My floor's elevator has broken down again; I can't access my apartment on time.,office building management and facilities,,,,
inquiry,Elevator Outage,Our elevator has stopped working since yesterday afternoon; none is available on floors three through five despite multiple attempts at using other elevators.,office building management and facilities,,,,
complaint,Lease Renewal Delay,My company is approaching its contract expiration date on May 15th but hasn't received confirmation yet regarding my annual rent increase notice as per previous years.,office leasing and tenant support,,,,
complaint,Incorrect Guest Information,"Upon arrival today at room number 305, I found my name misspelled on both door card and guestbook.",reception and front desk services,,,,
complaint,Discrepancy in Security Deposit,"Upon moving out last month at Greenfield Office Park, I noticed my $500 security deposit hasn't arrived as promised within three weeks post-move-out inspection.",office leasing and tenant support,,,,
inquiry,Unauthorized vehicle entry,I've noticed several instances where unauthorized vehicles have entered my designated spot on Level B last Thursday afternoon without proper clearance signs displayed at all times as per company policy.,office parking and access control,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday afternoon; nobody can get into upper floors now.,office building management and facilities,,,,
inquiry,Neglected Office Space,My entire floor is covered in dust! I can't believe how dirty everything has gotten since last week's service—it's unacceptable!,office cleaning and janitorial services,,,,
inquiry,Unclear Cleaning Schedule,Can someone explain why my floor wasn't cleaned yesterday? I thought they were supposed to do every other day.,office cleaning and janitorial services,,,,
complaint,Conference Room Booking Error,Hey there! I just tried booking my usual spot at Conference Hall B last Friday but got told there's already someone booked? That's odd because I've never seen anyone scheduled before on those dates. Can you double-check what's going down?,conference room and meeting space management,,,,
complaint,Printer malfunction,This is absolutely ridiculous! My printer has stopped working out of nowhere today while I'm printing important documents needed immediately at work. I've tried restarting multiple times but still can't get anything printed. I demand immediate assistance; my productivity depends on fixing this ASAP!,IT and office technology support,,,,
complaint,Neglected Office Space,Seriously? Another coffee spill on my desk because someone forgot to mop today?,office cleaning and janitorial services,,,,
complaint,Blocked Office Parking,This is absolutely ridiculous! I've parked my car here every weekday without fail until today because I heard there were new restrictions due to construction work around the building's entrance. Now I'm being told there's nowhere left but outside on Main Street where cars double park all over? This isn't just inconvenient; it's dangerous now too since drivers can't see me coming out at rush hour!,office parking and access control,,,,
complaint,Pest Infestation Issue,I've noticed several small insects around my desk at work lately; they're quite bothersome! I tried using over-the-counter sprays but they don't seem effective enough. Could someone advise me on how best to handle pests within leased commercial spaces? It's becoming increasingly difficult as I'm trying to maintain cleanliness.,office leasing and tenant support,,,,
complaint,Inadequate Office Space,"I've recently moved into my new office space on Main Street, expecting ample room as advertised. Unfortunately, I've found myself constantly bumping elbows due to overcrowding; there's barely enough desk space between workstations! This is quite disappointing given I chose these premises based solely upon its spacious layout.",commercial property and workspace rental,,,,
inquiry,Dispute over shared driveway access,I've noticed my tenants have blocked off part of the designated drive space; can someone address this?,office leasing and tenant support,,,,
complaint,Blocked Office Entrance,I've noticed my car is consistently blocked at the main entrance every Monday due to maintenance work being done on adjacent units; can someone address how long these obstructions will persist?,office parking and access control,,,,
inquiry,Blocked Office Parking,My car is stuck behind someone all night! This never happened before; I can't believe I'm paying $200 monthly just to park here!,office parking and access control,,,,
inquiry,Printer Connectivity Issue,Our HP OfficeJet Pro printer has suddenly stopped connecting via Wi-Fi since yesterday afternoon; all other devices on the network function normally.,IT and office technology support,,,,
inquiry,Delayed Package Delivery,My package is overdue; I urgently require its contents.,mail and courier services,,,,
inquiry,Lease Terms Confusion,I'm really puzzled because my contract says I have access to more space than what's actually available at [Company Name]. Can someone clarify if there's been a mistake?,office leasing and tenant support,,,,
inquiry,Issue with shared office space,Hey there! I've noticed my desk is always covered in someone else's stuff since I moved into the new spot on floor three last month.,commercial property and workspace rental,,,,
complaint,Conference Room Booking Error,I'm trying to book Conference Room B but keep getting redirected back to the main page.,conference room and meeting space management,,,,
complaint,Ignored Maintenance Request,My ceiling has water damage since last month; nobody's fixing anything!,office leasing and tenant support,,,,
complaint,Delayed HVAC Repairs,Our air conditioning has broken down again; urgent repair needed as per lease agreement.,office leasing and tenant support,,,,
inquiry,Unauthorized vehicle entry,I've noticed several instances where unauthorized vehicles have entered my designated spot on multiple occasions over the last few weeks despite having paid monthly fees.,office parking and access control,,,,
complaint,Faulty Office Equipment,My new desk arrived broken! I expected better quality after paying premium rent here. This is unacceptable; fix immediately!,office leasing and tenant support,,,,
complaint,Unrecognized Visitor Detected,My name is John Smith; I noticed someone unfamiliar entering my building today without proper identification.,office security and visitor management,,,,
complaint,Wi-Fi connectivity at desk,I'm really struggling here; my Wi-Fi keeps dropping out every few minutes while I'm working on projects.,shared workspace and coworking,,,,
complaint,Printer Paper Jam,Hey there! My printer just won't stop jamming on paper every time I try to print my reports at work today. It's super annoying because I've got deadlines coming up fast. Can someone help me fix this? Thanks!,IT and office technology support,,,,
complaint,Complaints About Office Air Conditioning,Hey there! Our AC has decided to take a vacation without notice again today; I'm freezing here at my desk!,office utilities and building services,,,,
inquiry,Broken Elevator,"Oh great, just what I needed today - another broken elevator! Can someone finally fix these things? It's either stairs all around now.",commercial property and workspace rental,,,,
complaint,Broken Elevator,Hey there! Our elevator's broken down again on floor five; can't get up without climbing stairs all night!,office building management and facilities,,,,
complaint,Confused Parking Signage,I'm really lost here; all these new signs around my building make me think I'm parked somewhere I shouldn't.,office parking and access control,,,,
inquiry,Inadequate Office Space,My new office space is too cramped; I expected more square footage.,commercial property and workspace rental,,,,
complaint,Blocked Office Parking,This is absolutely unacceptable! My car has been blocked all month now because someone parked there illegally every time I tried accessing my spot at work. I've reported these violations multiple times but nobody seems to do anything about it. I'm losing valuable working hours just driving around looking for space instead of doing actual job tasks!,office parking and access control,,,,
complaint,Broken Fire Extinguisher,Found broken fire extinguisher on floor; needs immediate replacement.,office health and safety compliance,,,,
inquiry,Wi-Fi Connectivity Issue,I'm having trouble connecting my laptop's Wi-Fi at the co-working space today; can someone assist?,shared workspace and coworking,,,,
inquiry,Printer Connectivity Issue,"Dear Support Team, I'm reaching out regarding my HP OfficeJet Pro printer which has suddenly stopped connecting via Wi-Fi since yesterday afternoon. I've tried restarting both devices multiple times but without success. Could someone assist me remotely? I rely on printing documents daily. Best regards, John Doe",IT and office technology support,,,,
complaint,Unprofessional Reception Staff,I've just checked into my room at Hotel Grandeur expecting courteous service but instead got yelled at! My reservation is confirmed; I shouldn't have needed special treatment because I'm paying top dollar here. This isn't what luxury hotels should offer—immediate attention without being treated rudely!,reception and front desk services,,,,
complaint,Complaints About Office Air Quality,I've noticed persistent mold growth on my desk despite repeated complaints.,office building management and facilities,,,,
complaint,Elevator Malfunction,Our elevator has stopped working intermittently since yesterday afternoon; urgent repair needed.,office building management and facilities,,,,
complaint,Complaints About Office Air Conditioning,I've noticed over the last few weeks that my air conditioning has stopped working intermittently throughout work hours at least three times per week. This is causing significant discomfort as temperatures inside rise considerably higher than usual without proper cooling.,office utilities and building services,,,,
inquiry,Disputed Property Tax Assessment,"Dear Sir/Madam, I am reaching out regarding my recent property assessment which seems significantly higher than expected based on market values around here. Could someone please review these figures? Thank you.",business rates and property tax disputes,,,,
complaint,Printer Paper Jam,Hey there! My printer just jammed again while printing my monthly reports.,IT and office technology support,,,,
complaint,Broken Fire Extinguisher,Our fire extinguisher is broken; I can't believe how unsafe my workplace has become!,office health and safety compliance,,,,
complaint,Neglected Office Space,My entire floor is covered in dust! I can't believe how dirty everything has gotten since last week's service—it's unacceptable!,office cleaning and janitorial services,,,,
inquiry,Conference Room Booking Error,I've encountered multiple booking errors while trying to reserve Conference Room B on Monday at noon; despite several attempts using different devices.,conference room and meeting space management,,,,
inquiry,Faulty Air Conditioning Unit,Our AC has stopped working since yesterday afternoon; I've checked all settings but still can't get cool air coming out.,office utilities and building services,,,,
inquiry,Unauthorized vehicle entry,Noticed my car parked outside but couldn't find its license plate tag attached; someone might have used it.,office parking and access control,,,,
complaint,Conference Room Booking Error,"I've encountered multiple booking errors today while trying to reserve my usual team meetings slot at Conference Hall B. Despite confirming availability earlier online, I received conflicting information upon arrival—no such hall exists on today's calendar! This is unacceptable as I've scheduled important client presentations relying solely on these bookings.",conference room and meeting space management,,,,
complaint,Unauthorized Branding on Office Wall,Found unauthorized company logo painted over my wall without permission.,office leasing and tenant support,,,,
inquiry,Printer Connectivity Issue,"I've encountered persistent problems connecting my laptop via USB cable to the network printer located on floor three; despite multiple attempts over several weeks including driver updates and checking cables, there seems to be intermittent disconnection which disrupts printing tasks.",IT and office technology support,,,,
inquiry,Blocked Office Parking Spot,My designated spot is blocked; I can't park my car here.,office parking and access control,,,,
inquiry,Broken Fire Extinguisher,Hey there! Just noticed my fire extinguisher is missing its pin - can someone help me replace it?,office health and safety compliance,,,,
complaint,Broken Air Conditioning,Hey there! Just moved into my new place last month but there's definitely room for improvement - turns out the air conditioning is busted since I arrived on July 5th.,office leasing and tenant support,,,,
inquiry,Printer Malfunction,My printer just stopped working outta nowhere! Fix it NOW!,IT and office technology support,,,,
inquiry,Lease Termination Notice Concern,Received unexpected notification today regarding my apartment's impending move-out date set six months earlier than agreed upon on June 15th last year.,office leasing and tenant support,,,,
inquiry,Unclean Shared Kitchen,I've noticed several times over the last month that the communal kitchen is left unwashed after usage; dishes aren't cleared away properly which makes using these spaces uncomfortable.,office leasing and tenant support,,,,
inquiry,Printer connectivity failure,My printer stopped working today; I can't print my reports anymore.,IT and office technology support,,,,
complaint,Disputed Rent Payment,This is absolutely unacceptable! I have paid my monthly lease on time every month as per agreement but now they're claiming I've overpaid due to incorrect billing calculations? This has caused me significant financial strain since I'm forced into paying back money unnecessarily while they pocket these errors instead of fixing their own systems!,office leasing and tenant support,,,,
complaint,Complaints regarding AC malfunction,Our air conditioning has stopped working since yesterday afternoon; urgent repair needed.,office utilities and building services,,,,
complaint,Unclean Shared Kitchen,I've noticed several hygiene concerns regarding the cleanliness of our building's communal kitchen over the last few weeks.,office leasing and tenant support,,,,
complaint,Broken Elevator,My office floor's elevator stopped working again; I'm stuck on my fifth-floor meeting today!,commercial property and workspace rental,,,,
complaint,Complaints About Office Air Conditioning,Our air conditioning has stopped working since yesterday afternoon; please address as soon as possible.,office utilities and building services,,,,
complaint,Printer Malfunction,My printer just stopped working outta nowhere! I sent emails last night but got zero replies until now—this is unacceptable!,IT and office technology support,,,,
complaint,Unreliable Visitor Badge System,"Oh great, another time my badge didn't work! I spent ages trying to get into yesterday's meeting because apparently, technology hates me more than coffee does on Monday mornings. And don't even start on how long I've waited outside just waiting for someone who clearly forgot I'm there too.",office security and visitor management,,,,
inquiry,Unrestricted Visitor Access,Seriously? My colleague just walked right into my desk without knocking! I thought these fancy access badges were supposed to keep nosy parkers out!,office security and visitor management,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday afternoon; nobody can get into upper floors now.,office building management and facilities,,,,
complaint,Faulty Air Conditioning Unit,"My office space's air conditioning has stopped working entirely since last Monday; despite multiple calls, there's still no resolution.",commercial property and workspace rental,,,,
complaint,Conference Room Booking Error,I'm reaching out because there's consistently incorrect booking information displayed on my account; despite multiple attempts at resolution.,conference room and meeting space management,,,,
complaint,Lost Hotel Key,"Hello, I just arrived at my hotel room but realized I've lost both keys! I'm really worried because they were supposed to arrive last night as per booking confirmation email. Can someone assist me? Is there another way into rooms without these?",reception and front desk services,,,,
complaint,Conference Room Booking Error,"Dear Support Team, I've encountered multiple instances where my scheduled booking for Conference Room B on April 5th has disappeared without notice after I confirmed via email last Monday. This is quite inconvenient as I've already informed several colleagues who were expecting me there based on these arrangements. Could someone please assist? It would also help if they can ensure such errors don't recur since I'm planning more meetings soon using similar scheduling methods. Thank you very much for understanding and addressing this matter promptly.",conference room and meeting space management,,,,
complaint,Lost Reservation Confirmation,I'm reaching out because I lost my reservation confirmation email after booking through your website last night at around 7 PM. My name is John Smith; I'm scheduled as Mr. Johnson on April 15th starting sharp at noon. Could someone please resend me the necessary information? I've tried checking back online multiple times without success.,reception and front desk services,,,,
inquiry,Broken Elevator,"Oh great, just what I needed today - another broken elevator! Can someone finally fix these things? It's either stairs all around now.",office building management and facilities,,,,
complaint,Printer Connectivity Issue,"I've encountered persistent problems connecting my printer via Wi-Fi since yesterday afternoon; despite multiple attempts at troubleshooting as per previous guidance received over email, there seems little improvement.",IT and office technology support,,,,
complaint,Disputed Property Tax Assessment,"Dear Sir/Madam, I am reaching out regarding my recent property assessment which has resulted in what appears to me as significantly higher than expected taxes due on my commercial premises located at [Address]. Upon reviewing historical assessments alongside current market values within similar properties in the vicinity, there seems to have been either oversight or miscalculation leading to these inflated figures. As such, kindly advise how best to proceed so that accurate reassessment can take place.",business rates and property tax disputes,,,,
inquiry,Blocked Office Entrance,My car is stuck at my entrance; can't get into work today!,office parking and access control,,,,
inquiry,Unrecognized Visitor Detected,"During my last visit today at around noon, I noticed someone who wasn't on today's scheduled list entering through gate C5 without proper identification badge visible.",office security and visitor management,,,,
complaint,Stolen Office Chair,"Well, guess what? My ergonomic chair decided today would make a great coffee table while I worked remotely all weekend! Kudos on delivering such... unique furniture solutions.",office fit-out and renovation,,,,
inquiry,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
inquiry,Urgent ceiling collapse,My apartment's living room just collapsed! I can't even think straight right now; my furniture is damaged too. We have kids here who were playing nearby—it's terrifying how quickly things went downhill without warning. Please send someone ASAP!,office fit-out and renovation,,,,
inquiry,Ignored Maintenance Request,"I've repeatedly contacted my landlord regarding leaky faucets on multiple floors; however, despite promises made over three weeks ago, there has still been no action taken.",office leasing and tenant support,,,,
inquiry,Unauthorized Visitor Access,My colleague just left; I found someone else's badge on her desk! We have strict access control here—someone's bypassing all protocols!,office security and visitor management,,,,
inquiry,Neglected Office Space,My entire floor is covered in dust! I can't believe how dirty everything has gotten since last week's service—it's unacceptable!,office cleaning and janitorial services,,,,
complaint,Complaints About Office Air Conditioning,"I've noticed my air conditioning has stopped working since last Monday; despite multiple calls over the weekend, there's still silence on its repair status. This is quite inconvenient as temperatures have soared beyond comfortable levels.",office utilities and building services,,,,
inquiry,Printer Connectivity Issue,I'm reaching out because my printer has suddenly stopped connecting since yesterday evening despite being on auto-connect mode all along. I've tried restarting both devices multiple times without success; I really rely heavily on printing documents daily as I'm currently working remotely.,IT and office technology support,,,,
complaint,AC Unit Malfunction,My AC stopped working last night; I can't get cool air.,office utilities and building services,,,,
complaint,Elevator Outage,Hey there! Our main office floor's stuck without elevators since yesterday afternoon; really inconvenient!,office leasing and tenant support,,,,
complaint,Complaints About Office Air Quality,"Dear Facilities Team, I trust you're enjoying these lovely smog-filled mornings as much as I'm loving my new personal air purifier! It's quite refreshing compared to what seems to have become standard indoor atmosphere here—smoke-free but still smelling faintly of last week's barbecue party downstairs? Oh wait... never mind.",office building management and facilities,,,,
complaint,Inadequate Office Lighting,"During my recent visit on Monday afternoon, I noticed several areas within the new conference room lack sufficient lighting.",office fit-out and renovation,,,,
inquiry,Printer Malfunction,My printer just stopped working outta nowhere! Fix it NOW!,IT and office technology support,,,,
inquiry,Printer Connectivity Issue,My laptop's connection to the network printer is intermittent; sometimes I can print but often there's just silence.,IT and office technology support,,,,
complaint,Printer Connectivity Issue,My laptop can't connect to the shared printer anymore; I've tried troubleshooting steps already.,IT and office technology support,,,,
complaint,Unrecognized Visitor Access,My colleague mentioned someone entered without badge; how do I confirm if they were authorized?,office security and visitor management,,,,
inquiry,Elevator Outage,Our elevator stopped working yesterday afternoon; can someone fix it? It's causing delays.,office building management and facilities,,,,
inquiry,Parking Lot Chaos,Seriously? Another car parked on my spot again! This is turning into a free-for-all game show here.,office parking and access control,,,,
complaint,Broken Elevator,"Oh great, just what I needed today - another broken elevator! Because who doesn't love spending half an hour on stairs? Maybe next time we'll all start living at ground level.",office building management and facilities,,,,
complaint,Complaints regarding AC malfunction,Our air conditioning has stopped working since yesterday afternoon; urgent repair needed.,office utilities and building services,,,,
inquiry,Missed Cleaning Day,I'm reaching out because I noticed my building's floor hasn't received its scheduled clean-up since yesterday afternoon; I've checked multiple times today without success—this is quite unusual as per usual service standards.,office cleaning and janitorial services,,,,
complaint,Unrecognized Visitor Detected,Disappointed as my name wasn't on today's guest list despite being scheduled.,office security and visitor management,,,,
inquiry,Wi-Fi Connectivity Issue,I'm currently working on Project X at my desk here but can't seem to connect to Wi-Fi despite multiple attempts using different devices. This is causing significant delays as I cannot access cloud-based resources needed urgently.,shared workspace and coworking,,,,
complaint,Overbooked Meeting Room,My meeting room is double-booked again! I can't find another space; my presentation tomorrow depends on having access!,shared workspace and coworking,,,,
complaint,Lease Renewal Delay,I'm reaching out because my annual review is approaching without confirmation on whether I'll continue under current terms; I really appreciate being kept informed.,office leasing and tenant support,,,,
complaint,Broken Elevator,This is incredibly frustrating! Our building's elevator has stopped working entirely since yesterday afternoon; I'm on floor twelve now stuck between floors four and five without access to my workspace below ground level. This isn't just inconvenient—it's impossible given today's weather forecast predicting heavy snowfall overnight.,office leasing and tenant support,,,,
inquiry,Unsatisfactory Office Painting,Your team painted my conference room last Friday! It's still streaky blue instead of white as promised—this is unacceptable!,office fit-out and renovation,,,,
complaint,Faulty Office Equipment,My new desk arrived broken! I expected better quality after paying premium rent here. This is unacceptable; fix immediately!,office leasing and tenant support,,,,
inquiry,Elevator Malfunction,"Dear Office Building Management, I am reaching out regarding persistent elevator malfunctions on floor seven which have caused significant inconvenience over the last three business days.",office building management and facilities,,,,
inquiry,Lost Conference Call,I'm reaching out because I lost connection mid-conference call yesterday afternoon; my colleague couldn't hear me at all despite being on mute. This has caused quite a bit of confusion as I'm sure you're aware how important these calls can get before meetings start.,reception and front desk services,,,,
inquiry,Elevator Malfunction,"Dear Office Management Team, I am reaching out regarding persistent elevator malfunctions on floor seven which have caused significant inconvenience over several weeks now.",office building management and facilities,,,,
complaint,Ceiling Leak During Renovation,"During my last visit post-renovation start-up, I noticed water dripping on my desk due to what seems like ceiling leakage.",office fit-out and renovation,,,,
complaint,Conference Room Booking Error,I've encountered multiple booking errors while trying to reserve Conference Room B on Monday mornings over the last month; can someone assist me?,conference room and meeting space management,,,,
complaint,Broken Elevator,"This is absolutely unacceptable! Our elevator has broken down again just as I have back-to-back meetings scheduled on different floors today. This isn't my second time reporting such poor maintenance here at Building X. I'm expecting immediate action; otherwise, I'll escalate this matter beyond these walls!",office building management and facilities,,,,
complaint,Blocked Office Parking Access,My car is stuck outside my building because someone parked illegally blocking all entrances! This has happened three times now; I can't get into work on time anymore!,office parking and access control,,,,
complaint,Restricted Access Issue,I've encountered repeated problems accessing my designated spot due to malfunctioning gate controls; despite multiple attempts over several weeks.,office parking and access control,,,,
inquiry,Inadequate Parking Space,I've noticed there is less parking available than what I signed up for; can we address this?,commercial property and workspace rental,,,,
inquiry,Complaints About Office Air Conditioning,"I've noticed over the last few weeks there's been significant discomfort due to inadequate air conditioning at my desk location within Building A's west wing. Despite multiple requests through various channels including emails sent on April 5th, May 10th, June 15th, July 20th, August 25th, September 30th, October 14th, November 18th, December 22nd; there has yet to see substantial improvement nor acknowledgment regarding maintenance efforts.",office utilities and building services,,,,
complaint,Unrecognized Visitor Access,"Dear Security Team, I've noticed several instances where individuals without proper identification have entered my building over the last few weeks. This is concerning as I work on sensitive projects requiring confidentiality. Could someone please review access logs? Ensuring secure entry points would greatly enhance trust among employees. Thank you for addressing this matter promptly.",office security and visitor management,,,,
complaint,Broken Elevator,This broken elevator is unacceptable! I've reported multiple times but still can't access my floor on time every workday!,office building management and facilities,,,,
inquiry,Urgent HVAC Repair Needed,Our AC broke down again last night; can't work without proper climate control!,office leasing and tenant support,,,,
complaint,Complaints About Office Air Quality,I've noticed quite unpleasant odors coming through my workspace lately; they seem persistent despite regular maintenance checks last month. It's becoming increasingly difficult to focus on work due to these smells emanating throughout the floor plan.,office building management and facilities,,,,
inquiry,Neglected Office Space,Seriously? Another coffee spill on my desk! I thought you'd finally clean up after last time's mess.,office cleaning and janitorial services,,,,
complaint,Faulty Air Conditioning Unit,Our AC has stopped working since yesterday afternoon; temperatures inside have risen significantly despite setting all thermostats correctly.,office utilities and building services,,,,
inquiry,Pest Infestation Issue,Hey there! I've noticed quite a few creepy crawlies around my desk lately—it's getting out of hand fast here at [Company Name]. I have colleagues who keep finding bugs under furniture too; I'm starting to worry if there's more going on than just isolated incidents. Could someone look into what might be causing these pests? It's becoming uncomfortable working conditions.,office leasing and tenant support,,,,
inquiry,Unsafe Office Equipment,This is absolutely unacceptable! I've reported multiple instances where employees have sustained injuries due to faulty chairs at workstations last month alone. We cannot continue operating under these hazardous conditions without immediate action being taken!,office health and safety compliance,,,,
complaint,Inadequate Wi-Fi Connectivity,"Dear Support Team, I am currently working at XYZ Co-working Space on floor C and have encountered persistent problems with internet connectivity throughout my workday. Despite multiple attempts using different devices, all show significant lagging speeds which is severely impacting productivity.",shared workspace and coworking,,,,
complaint,Branding Rights Dispute,Hey there! We've noticed they've put up signs around my leased space without asking me if I agreed on those designs as part of my lease agreement.,office leasing and tenant support,,,,
complaint,Unfair Retention Fee,Seriously? Another $500 vanished into thin air as my retention fee without so much as a heads-up! This isn't just frustrating; it's robbery!,office leasing and tenant support,,,,
complaint,Inconsistent Heating,I'm really struggling here; my office space is freezing despite paying rent! Can someone explain why there's still ice on windows? I thought I'd get warm air!,commercial property and workspace rental,,,,
complaint,Blocked Office Parking,My car is stuck behind someone all night! This never happens before!,office parking and access control,,,,
complaint,Parking Lot Chaos,"Oh great, another glorious Monday where my car is parked on top of someone's belongings because apparently, someone forgot how important parallel lines really were last weekend! And let's just ignore the fact I have keys now; who needs those anyway? Next time I'm going to park outside—because clearly, there's nowhere better.",office parking and access control,,,,
inquiry,Unfair Property Tax Increase,This is absolutely ridiculous! My property's assessed value has skyrocketed without justification while my neighbor's hasn't changed at all since last year. I demand immediate review; I'm being overcharged on these ludicrously high taxes!,business rates and property tax disputes,,,,
inquiry,Unauthorized Vehicle Entry,"Dear Support Team, We have recently encountered several instances where unauthorized vehicles entered our designated company lot without proper clearance through our automated gate systems on multiple occasions over the last month. This has caused significant inconvenience as employees struggle to find available spaces upon arrival at work hours. Could someone please assist me in understanding how these breaches can occur despite current security measures? We would appreciate guidance on additional steps we might take internally while awaiting further assistance.",office parking and access control,,,,
complaint,Complaints About Office Air Quality,I've noticed persistent mold growth on my desk despite repeated complaints.,office building management and facilities,,,,
inquiry,Unusual noise coming from AC,My air conditioner has made strange noises all night; what should I do?,office utilities and building services,,,,
inquiry,Unsatisfactory Wall Color,Disappointed as wall color chosen doesn't match initial samples provided.,office fit-out and renovation,,,,
inquiry,Printer Connectivity Issue,"Dear Support Team, I'm reaching out regarding my HP OfficeJet Pro printer which has suddenly stopped connecting via Wi-Fi since yesterday afternoon. I've tried restarting both devices multiple times but without success. Could someone assist me remotely? I rely on printing documents daily. Best regards, John Doe",IT and office technology support,,,,
inquiry,Inadequate Parking Space,I've noticed there's barely enough room at my office's parking spot due to recent construction work nearby; can I request additional space allocation?,commercial property and workspace rental,,,,
complaint,Wi-Fi Connectivity Issues,I'm really sorry you're having trouble connecting; can someone assist me?,shared workspace and coworking,,,,
complaint,Conference Room Booking Error,I've encountered multiple booking errors while trying to reserve Conference Room B last Friday evening; despite confirming availability online earlier.,conference room and meeting space management,,,,
inquiry,Faulty Air Conditioning Unit,Our AC has stopped working since yesterday afternoon; I've checked all settings but still can't get cool air coming out.,office utilities and building services,,,,
inquiry,Broken Elevator,"Hey there! Just moved into my new apartment on floor 10 last month but today I tried using the elevator again... nope, won't budge at all since yesterday evening. It's super inconvenient as I'm working late hours now because there's nowhere safe enough down here without going up those stairs every time.",office building management and facilities,,,,
complaint,Unauthorized Building Access,I'm extremely concerned because I've noticed someone entering my leased space at odd hours! This is unacceptable as I work night shifts; I'm worried they might have seen confidential information left out overnight. Can security ensure these visits aren't occurring? Immediate action needed!,office leasing and tenant support,,,,
inquiry,Disputed Rent Payment,Hey there! I noticed my last month's bill is higher than usual; can someone explain why? Thanks!,office leasing and tenant support,,,,
inquiry,Complaining About Office Air Quality,"Dear Facilities Team, I trust you're all doing great today because apparently, fresh air is now considered optional here since last Tuesday's incident where my coffee turned into instant sludge due to stale fumes. It's as if someone decided recycling bins were too mainstream! Can we please get back on track? Or should I just start bringing plants everywhere?",office building management and facilities,,,,
inquiry,Non-compliant fire extinguisher,"I've noticed that none of my colleagues have received updated information on how to properly operate emergency equipment; specifically, there's confusion regarding which extinguishers correspond to different classes of fires.",office health and safety compliance,,,,
inquiry,Lost Conference Call,I'm really struggling here; I just lost my conference call link right before starting today's meeting at work! I've tried reconnecting multiple times but can't seem to get back into the session. Is there someone who can assist me? This is quite urgent as I'm supposed to lead part of tomorrow's presentation.,reception and front desk services,,,,
complaint,Inadequate Parking Space,I've noticed there's barely enough room at my allocated parking spot; other tenants seem to have larger spaces which is quite inconvenient.,commercial property and workspace rental,,,,
inquiry,Neglected Office Space,Seriously? Another coffee spill on my desk because someone forgot they have jobs?,office cleaning and janitorial services,,,,
complaint,Broken Conference Projector,"Our scheduled presentation tomorrow relies on using the projector; however, upon checking today evening, I discovered both video feed and image display functions have ceased working entirely.",conference room and meeting space management,,,,
complaint,Disputed Property Tax Increase,My property's assessed value has skyrocketed without my consent leading to unfairly high taxes last year; I believe there's room for negotiation on these figures.,business rates and property tax disputes,,,,
inquiry,Broken Printer Connectivity,"This is absolutely ridiculous! I've tried everything I know—restarting both my computer AND the printer—but still NOTHING works!! My entire team relies on printing documents daily; without functioning printers, productivity has come to a screeching halt!!! What kind of service do they provide if even basic troubleshooting doesn't fix these machines? I'm at my wit's end here!",IT and office technology support,,,,
inquiry,Parking Lot Chaos,Seriously? Another car parked on my spot again! This is turning into a free-for-all game show here.,office parking and access control,,,,
complaint,Broken Printer Connectivity,This is absolutely ridiculous! I've tried everything suggested online but my printer won't connect anymore since yesterday afternoon. I have urgent documents needing printing before tomorrow's meeting at work—this can't keep going on!,IT and office technology support,,,,
complaint,Noise Complaint Neighboring Tenant,Hey there! I'm having trouble because my neighbor upstairs is super loud at night—like music blasting all hours—and I can't get proper sleep anymore.,office leasing and tenant support,,,,
inquiry,Unfair Eviction Notice,This is absolutely outrageous! I just received my sudden eviction notice without proper explanation—I've always paid on time!,office leasing and tenant support,,,,
inquiry,Confused About Safety Signs,I'm really unsure if I've placed all my signs correctly according to OSHA standards; can someone guide me on where exactly I should put these?,office health and safety compliance,,,,
inquiry,Broken Air Conditioner,My air conditioner just stopped working right before my meeting today! This is unacceptable; I paid top dollar expecting reliable service!,shared workspace and coworking,,,,
inquiry,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
complaint,Unsecured Office Entrance,My car got broken into again because there's absolutely NO SECURITY at my building's entrance!,office security and visitor management,,,,
complaint,Broken Elevator,This is absolutely unacceptable! Our elevator has broken down again today at work on floor seven; I've already waited over thirty minutes without moving since nine o'clock sharp. This delay disrupts my entire day's plans as I have back-to-back meetings scheduled throughout the afternoon.,office building management and facilities,,,,
complaint,Disputed Property Tax Increase,I've noticed my recent bill shows a significant increase due to what I believe is incorrect assessment on my commercial property's value; can someone review these figures?,business rates and property tax disputes,,,,
complaint,Unjustified Rent Increase,This is outrageous! I never agreed to another month's worth on top of my already high lease rate without proper notice.,office leasing and tenant support,,,,
