ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx01786,Complaint,"We hope you are doing well. Recently, our team noticed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We trust this can be addressed promptly.",noise disturbance,high,False
cx01234,Complaint,"Recently, our team noticed that the internet disruption persists within our premises. The disruption remains limited at this stage. We look forward to your support in resolving this.",internet disruption,low,False
cx01045,Complaint,"We hope you are doing well. For some time now, it has become apparent that the delivery delay persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We trust this can be addressed promptly.",delivery delay,high,True
cx00187,Complaint,"We hope you are doing well. For some time now, it has become apparent that the staff conduct issue persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,False
cx02937,Complaint,"We hope you are doing well. Recently, our team noticed that the unauthorized entry persists within our premises. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",unauthorized entry,medium,True
cx00320,Complaint,"Hello, During our regular operations, we identified that the parking allocation issue persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",parking allocation issue,medium,False
cx01821,Complaint,"Good afternoon, Recently, our team noticed that the maintenance backlog persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",maintenance backlog,low,False
cx01012,Complaint,"Good afternoon, For some time now, it has become apparent that the noise disturbance persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",noise disturbance,high,True
cx01241,Complaint,"We hope you are doing well. Recently, our team noticed that the water leakage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",water leakage,medium,True
cx02756,Complaint,"We hope you are doing well. Recently, our team noticed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",cleaning deficiency,medium,True
cx00117,Complaint,"Hello, For some time now, it has become apparent that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",loading dock obstruction,medium,True
cx02659,Complaint,"Hello, For some time now, it has become apparent that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",elevator outage,medium,False
cx02002,Complaint,"Hello, Recently, our team noticed that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",lighting failure,medium,False
cx01570,Complaint,"Good afternoon, For some time now, it has become apparent that the lighting failure persists within our premises. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",lighting failure,high,True
cx02617,Complaint,"For some time now, it has become apparent that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We trust this can be addressed promptly.",noise disturbance,medium,False
cx00688,Complaint,"For some time now, it has become apparent that the delivery delay persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",delivery delay,medium,False
cx02225,Complaint,"Hello, During our regular operations, we identified that the security concern persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",security concern,high,False
cx02305,Complaint,"Over the past few days, we have observed that the access control malfunction persists within our premises. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",access control malfunction,high,False
cx00996,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",server room overheating,high,True
cx00384,Complaint,"Good afternoon, Recently, our team noticed that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We trust this can be addressed promptly.",HVAC system malfunction,high,True
cx01927,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",noise disturbance,high,True
cx02986,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We look forward to your support in resolving this.",loading dock obstruction,low,False
cx00216,Complaint,"For some time now, it has become apparent that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",billing discrepancy,high,False
cx01172,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the security concern persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",security concern,medium,True
cx02362,Complaint,"Hello, During our regular operations, we identified that the delivery delay persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",delivery delay,high,True
cx01978,Complaint,"Hello, During our regular operations, we identified that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",HVAC system malfunction,medium,False
cx01511,Complaint,"We hope you are doing well. For some time now, it has become apparent that the cleaning deficiency persists within our premises. There have been delays in routine activities. We trust this can be addressed promptly.",cleaning deficiency,medium,True
cx02610,Complaint,"During our regular operations, we identified that the delivery delay persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",delivery delay,high,True
cx01050,Complaint,"Good afternoon, Recently, our team noticed that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",fire alarm fault,medium,False
cx00344,Complaint,"Hello, Recently, our team noticed that the parking allocation issue persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",parking allocation issue,low,False
cx01125,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",power instability,medium,True
cx02224,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the billing discrepancy persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",billing discrepancy,medium,True
cx00377,Complaint,"Good afternoon, For some time now, it has become apparent that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",noise disturbance,medium,True
cx02397,Complaint,"Good afternoon, For some time now, it has become apparent that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",delivery delay,low,False
cx00220,Complaint,"We hope you are doing well. For some time now, it has become apparent that the lighting failure persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",lighting failure,medium,False
cx00647,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the plumbing blockage persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",plumbing blockage,high,False
cx01837,Complaint,"Hello, Over the past few days, we have observed that the hvac system malfunction persists within our premises. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",HVAC system malfunction,low,False
cx02967,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the hvac system malfunction persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",HVAC system malfunction,high,True
cx00296,Complaint,"Hello, Over the past few days, we have observed that the plumbing blockage persists within our premises. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",plumbing blockage,low,True
cx03108,Inquiry,We hope you are doing well. We would like clarification regarding renewal deadlines. Kindly advise us on the appropriate steps moving forward.,renewal deadlines,,
cx01889,Complaint,"Good afternoon, For some time now, it has become apparent that the server room overheating persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",server room overheating,low,True
cx00782,Complaint,"Over the past few days, we have observed that the water leakage persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",water leakage,low,False
cx02884,Complaint,"Hello, For some time now, it has become apparent that the water leakage persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",water leakage,medium,False
cx00346,Complaint,"Hello, Over the past few days, we have observed that the parking allocation issue persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. Kindly review and advise on the next steps.",parking allocation issue,medium,False
cx02869,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",noise disturbance,medium,False
cx01879,Complaint,"Good afternoon, Recently, our team noticed that the unauthorized entry persists within our premises. There have been delays in routine activities. We look forward to your support in resolving this.",unauthorized entry,medium,False
cx00823,Complaint,"Good afternoon, For some time now, it has become apparent that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. While this has caused minor inconvenience, operations are still ongoing. We trust this can be addressed promptly.",elevator outage,low,True
cx00186,Complaint,"For some time now, it has become apparent that the elevator outage persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",elevator outage,high,True
cx01238,Complaint,"Good afternoon, During our regular operations, we identified that the hvac system malfunction persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",HVAC system malfunction,high,False
cx01816,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the delivery delay persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",delivery delay,low,False
cx01515,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",maintenance backlog,medium,False
cx00819,Complaint,"Good afternoon, For some time now, it has become apparent that the cleaning deficiency persists within our premises. The impact has been manageable so far. We look forward to your support in resolving this.",cleaning deficiency,low,False
cx00416,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",access control malfunction,medium,False
cx00245,Complaint,"Good afternoon, Over the past few days, we have observed that the security concern persists within our premises. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",security concern,medium,True
cx00992,Complaint,"Good afternoon, Recently, our team noticed that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",internet disruption,high,False
cx01382,Complaint,"Hello, Recently, our team noticed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We look forward to your support in resolving this.",lighting failure,low,False
cx01168,Complaint,"Good afternoon, During our regular operations, we identified that the billing discrepancy persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",billing discrepancy,medium,False
cx02086,Complaint,"Hello, Over the past few days, we have observed that the elevator outage persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",elevator outage,low,False
cx01139,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the internet disruption persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",internet disruption,medium,False
cx02285,Complaint,"We hope you are doing well. For some time now, it has become apparent that the billing discrepancy persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We look forward to your support in resolving this.",billing discrepancy,low,False
cx00638,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",billing discrepancy,high,False
cx00294,Complaint,"We hope you are doing well. During our regular operations, we identified that the water leakage persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",water leakage,medium,False
cx02729,Complaint,"Good afternoon, During our regular operations, we identified that the noise disturbance persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We trust this can be addressed promptly.",noise disturbance,high,False
cx01226,Complaint,"For some time now, it has become apparent that the water leakage persists within our premises. There have been delays in routine activities. We look forward to your support in resolving this.",water leakage,medium,False
cx02840,Complaint,"Hello, During our regular operations, we identified that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",loading dock obstruction,high,True
cx01114,Complaint,"For some time now, it has become apparent that the staff conduct issue persists within our premises. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",staff conduct issue,low,False
cx00731,Complaint,"During our regular operations, we identified that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
cx02707,Complaint,"During our regular operations, we identified that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We look forward to your support in resolving this.",access control malfunction,medium,False
cx01317,Complaint,"Good afternoon, During our regular operations, we identified that the parking allocation issue persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",parking allocation issue,low,False
cx02711,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the maintenance backlog persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",maintenance backlog,medium,True
cx01293,Complaint,"Good afternoon, Recently, our team noticed that the water leakage persists within our premises. The impact has been manageable so far. We trust this can be addressed promptly.",water leakage,low,False
cx02067,Complaint,"Good afternoon, For some time now, it has become apparent that the cleaning deficiency persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,True
cx02069,Complaint,"We hope you are doing well. During our regular operations, we identified that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",lighting failure,medium,False
cx02241,Complaint,"We hope you are doing well. During our regular operations, we identified that the parking allocation issue persists within our premises. There have been delays in routine activities. We trust this can be addressed promptly.",parking allocation issue,medium,False
cx02393,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",delivery delay,medium,True
cx01015,Complaint,"Good afternoon, For some time now, it has become apparent that the noise disturbance persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",noise disturbance,medium,True
cx00018,Complaint,"We hope you are doing well. Recently, our team noticed that the internet disruption persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",internet disruption,medium,False
cx00120,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the hvac system malfunction persists within our premises. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",HVAC system malfunction,high,True
cx02157,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the water leakage persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",water leakage,medium,False
cx02521,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the server room overheating persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We look forward to your support in resolving this.",server room overheating,low,False
cx02626,Complaint,"Hello, For some time now, it has become apparent that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",unauthorized entry,medium,False
cx00525,Complaint,"Hello, During our regular operations, we identified that the noise disturbance persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",noise disturbance,medium,False
cx02731,Complaint,"Hello, Recently, our team noticed that the security concern persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We trust this can be addressed promptly.",security concern,medium,False
cx01624,Complaint,"Good afternoon, During our regular operations, we identified that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We look forward to your support in resolving this.",billing discrepancy,high,True
cx02351,Complaint,"During our regular operations, we identified that the staff conduct issue persists within our premises. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",staff conduct issue,medium,True
cx02387,Complaint,"Recently, our team noticed that the plumbing blockage persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",plumbing blockage,high,True
cx01372,Complaint,"Recently, our team noticed that the hvac system malfunction persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",HVAC system malfunction,high,True
cx02832,Complaint,"We hope you are doing well. During our regular operations, we identified that the noise disturbance persists within our premises. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",noise disturbance,medium,True
cx02773,Complaint,"Recently, our team noticed that the fire alarm fault persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx02739,Complaint,"Hello, Recently, our team noticed that the access control malfunction persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",access control malfunction,medium,False
cx02786,Complaint,"During our regular operations, we identified that the server room overheating persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We trust this can be addressed promptly.",server room overheating,medium,False
cx01649,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the loading dock obstruction persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",loading dock obstruction,high,True
cx00544,Complaint,"Hello, Over the past few days, we have observed that the lighting failure persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",lighting failure,low,False
cx00478,Complaint,"Good afternoon, For some time now, it has become apparent that the noise disturbance persists within our premises. As a result, our operations have come to a halt. We trust this can be addressed promptly.",noise disturbance,high,True
cx02021,Complaint,"We hope you are doing well. Recently, our team noticed that the cleaning deficiency persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",cleaning deficiency,medium,False
cx02273,Complaint,"For some time now, it has become apparent that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",cleaning deficiency,high,True
cx02296,Complaint,"Good afternoon, Recently, our team noticed that the maintenance backlog persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",maintenance backlog,low,False
cx00526,Complaint,"We hope you are doing well. For some time now, it has become apparent that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. We look forward to your support in resolving this.",lighting failure,low,False
cx02499,Complaint,"We hope you are doing well. Over the past few days, we have observed that the maintenance backlog persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",maintenance backlog,high,False
cx02127,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the maintenance backlog persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",maintenance backlog,medium,True
cx01531,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the noise disturbance persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. Kindly review and advise on the next steps.",noise disturbance,low,False
cx00049,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the staff conduct issue persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",staff conduct issue,medium,False
cx02436,Complaint,"Hello, For some time now, it has become apparent that the hvac system malfunction persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",HVAC system malfunction,high,False
cx02089,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the fire alarm fault persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",fire alarm fault,medium,False
cx01513,Complaint,"During our regular operations, we identified that the hvac system malfunction persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",HVAC system malfunction,low,False
cx02970,Complaint,"Hello, Over the past few days, we have observed that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",unauthorized entry,high,True
cx00241,Complaint,"Recently, our team noticed that the billing discrepancy persists within our premises. It is not isolated to a single occurrence. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",billing discrepancy,high,False
cx02319,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the maintenance backlog persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,True
cx01160,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the unauthorized entry persists within our premises. The impact has been manageable so far. We trust this can be addressed promptly.",unauthorized entry,low,False
cx02793,Complaint,"Good afternoon, Recently, our team noticed that the internet disruption persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",internet disruption,medium,False
cx00736,Complaint,"Over the past few days, we have observed that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We trust this can be addressed promptly.",billing discrepancy,high,True
cx01670,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",noise disturbance,low,False
cx00901,Complaint,"Recently, our team noticed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. Kindly review and advise on the next steps.",lighting failure,low,False
cx00446,Complaint,"We hope you are doing well. For some time now, it has become apparent that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We trust this can be addressed promptly.",internet disruption,low,True
cx00728,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the elevator outage persists within our premises. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",elevator outage,high,False
cx00631,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the security concern persists within our premises. The condition has not resolved despite initial adjustments. While this has caused minor inconvenience, operations are still ongoing. We look forward to your support in resolving this.",security concern,low,False
cx00580,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the security concern persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",security concern,medium,False
cx01265,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. As a result, our operations have come to a halt. We look forward to your support in resolving this.",noise disturbance,high,True
cx02489,Complaint,"Over the past few days, we have observed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",lighting failure,medium,True
cx01252,Complaint,"Over the past few days, we have observed that the billing discrepancy persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",billing discrepancy,medium,False
cx02268,Complaint,"Good afternoon, Over the past few days, we have observed that the fire alarm fault persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",fire alarm fault,medium,False
cx02548,Complaint,"We hope you are doing well. Over the past few days, we have observed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",fire alarm fault,low,True
cx01676,Complaint,"We hope you are doing well. Over the past few days, we have observed that the delivery delay persists within our premises. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",delivery delay,high,False
cx01389,Complaint,"Good afternoon, For some time now, it has become apparent that the access control malfunction persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We trust this can be addressed promptly.",access control malfunction,low,False
cx01545,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",noise disturbance,medium,False
cx02891,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the billing discrepancy persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. We look forward to your support in resolving this.",billing discrepancy,medium,False
cx02124,Complaint,"Good afternoon, Recently, our team noticed that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We trust this can be addressed promptly.",internet disruption,high,True
cx00724,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the power instability persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",power instability,low,False
cx02140,Complaint,"We hope you are doing well. For some time now, it has become apparent that the lighting failure persists within our premises. The issue seems more noticeable during peak hours. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",lighting failure,low,False
cx00798,Complaint,"Recently, our team noticed that the parking allocation issue persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",parking allocation issue,medium,True
cx02558,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the maintenance backlog persists within our premises. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",maintenance backlog,medium,True
cx02721,Complaint,"Hello, Recently, our team noticed that the noise disturbance persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. Kindly review and advise on the next steps.",noise disturbance,low,False
cx00122,Complaint,"We hope you are doing well. Recently, our team noticed that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",cleaning deficiency,medium,False
cx02154,Complaint,"We hope you are doing well. Recently, our team noticed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. The impact has been manageable so far. Kindly review and advise on the next steps.",server room overheating,low,False
cx00794,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the staff conduct issue persists within our premises. The issue seems more noticeable during peak hours. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",staff conduct issue,low,False
cx01795,Complaint,"Hello, For some time now, it has become apparent that the maintenance backlog persists within our premises. It is not isolated to a single occurrence. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",maintenance backlog,low,True
cx00947,Complaint,"Good afternoon, Recently, our team noticed that the lighting failure persists within our premises. The condition has not resolved despite initial adjustments. There have been delays in routine activities. Kindly review and advise on the next steps.",lighting failure,medium,True
cx02497,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the fire alarm fault persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. Kindly review and advise on the next steps.",fire alarm fault,medium,False
cx01517,Complaint,"For some time now, it has become apparent that the staff conduct issue persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",staff conduct issue,medium,False
cx02442,Complaint,"We hope you are doing well. Over the past few days, we have observed that the access control malfunction persists within our premises. This appears to be affecting multiple areas within the unit. This has severely disrupted our operational continuity. We trust this can be addressed promptly.",access control malfunction,high,True
cx02515,Complaint,"Good afternoon, For some time now, it has become apparent that the loading dock obstruction persists within our premises. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",loading dock obstruction,high,True
cx02517,Complaint,"Over the past few days, we have observed that the loading dock obstruction persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",loading dock obstruction,medium,True
cx02155,Complaint,"We hope you are doing well. For some time now, it has become apparent that the server room overheating persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",server room overheating,high,True
cx00251,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the cleaning deficiency persists within our premises. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",cleaning deficiency,medium,False
