ticket_id,ticket_type,ticket_details,issue_category,business_impact,safety_concern
cx00929,Complaint,"Hello, For some time now, it has become apparent that the internet disruption persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We look forward to your support in resolving this.",internet disruption,high,True
cx00461,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",loading dock obstruction,medium,False
cx03144,Inquiry,"Hello, would like elucidation regarding visitant access protocol. Kindly rede us on the let steps moving forward.",visitor access protocol,,
cx04045,Inquiry,We authorship to convey this to your We would clarification see visitor pass charitable rede us the allow steps moving forward.,visitor pass issuance,,
cx01335,Complaint,"charitable review and advise on the next steps. This appears to be affecting multiple areas inside the unit. This has started our day-to-day workflow coordination. Good afternoon, Over the past few days, we have observed that the noise disturbance prevail within our premises.",noise disturbance,medium,False
cx04420,Inquiry,Kindly advise us on the allow steps moving forward. This info is significant for our internal planning. We are writing to bring this to your attention. We would like clarification regarding service agreement details.,service agreement details,,
cx04418,Inquiry,"Hello, We would clarification regarding service understanding detail. advise us on the allow steps moving forward.",service agreement details,,
cx00630,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",staff conduct issue,medium,False
cx01028,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the power instability persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",power instability,high,False
cx03439,Inquiry,charitable advise us on the appropriate steps travel forward. We would like elucidation regarding storage use rules. This information is important for our internal planning.,storage usage rules,,
cx04503,Inquiry,"Hello, We would like regarding internet provider policies. This information is important for internal advise us on the appropriate steps travel forward.",internet provider policies,,
cx03521,Inquiry,We would like see facility We hope you are doing well. charitable rede on the allow stairs moving This information is for internal preparation.,facility reservation,,
cx00364,Complaint,"Hello, During our regular operations, we identified that the access control malfunction persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",access control malfunction,medium,False
cx04780,Inquiry,"Good afternoon, We would like clarification regarding internet provider policies. Kindly rede us on the steps moving forward.",internet provider policies,,
cx00183,Complaint,"For some time now, it has become apparent that the maintenance backlog persists within our premises. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,True
cx00436,Complaint,"We trust this can be address promptly. The issue seems more noticeable during peak hours. Good afternoon, During our regular operations, we identified that the lighting failure persists within our premises. There have been delays in routine activity.",lighting failure,medium,False
cx04405,Inquiry,charitable us on allow steps moving forward. We hope you are make well. We would like clarification lease renewal This information is important our internal preparation.,lease renewal terms,,
cx04900,Inquiry,"Good afternoon, We would like elucidation see unit expansion options. information important for our intragroup planning. Kindly us on the allow stairs moving forward.",unit expansion options,,
cx01256,Complaint,"We look forward to your support in resolving this. We hope you are doing well. For some time now, it has become apparent that the parking allocation issue persists within our premises. This appears to be affecting areas within the unit. This has disrupted our operational continuity.",parking allocation issue,high,False
cx01197,Complaint,"During our regular operations, we identified that the staff conduct issue persists within our premises. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",staff conduct issue,medium,False
cx00279,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the cleaning deficiency persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. We trust this can be addressed promptly.",cleaning deficiency,medium,False
cx04416,Inquiry,charitable us on the stairs moving forward. We are writing to convey this to attention. We would like clarification regarding unit options.,unit expansion options,,
cx02085,Complaint,"Hello, During our regular operations, we identified that the unauthorized entry persists within our premises. The issue seems more noticeable during peak hours. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",unauthorized entry,high,False
cx02363,Complaint,"The issue more noticeable during peak As a consequence, our operations have come to a halt. During our regular operations, we identified that the unauthorized entry persists inside our premise. charitable reappraisal and rede on the next stairs.",unauthorized entry,high,False
cx02495,Complaint,"During our regular operations, we identified that the elevator outage persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We look forward to your support in resolving this.",elevator outage,medium,False
cx03561,Inquiry,"Kindly advise us on the allow steps moving forward. Good afternoon, We would like clarification regarding net provider policies. This information is important for our internal preparation.",internet provider policies,,
cx02091,Complaint,"Good afternoon, For some now, it has become apparent that the staff conduct issue prevail within our While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next stairs.",staff conduct issue,low,False
cx02309,Complaint,"We would appreciate your in this matter. Over the past few days, we have observed that the server room overheat persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination.",server room overheating,medium,False
cx04467,Inquiry,We would like clarification regarding storage usage rules. Kindly advise us on the appropriate steps moving forward.,storage usage rules,,
cx03045,Inquiry,"This information is important our planning. charitable rede us on the appropriate steps moving forward. hullo, We would elucidation utility activation process.",utility activation process,,
cx02400,Complaint,"We would appreciate your assistance in resolving this affair. The condition not resolved despite initial adjustments. Hello, Recently, our team noticed that the maintenance backlog persists within our premises. The has been manageable so far.",maintenance backlog,low,False
cx00696,Complaint,"our regular operations, we identified that the elevator outage persists inside our premises. We trust this can be addressed promptly. This appears to affecting multiple areas within unit. We are writing to bring this to attention. Operational efficiency has been noticeably impacted.",elevator outage,medium,False
cx02438,Complaint,"Hello, For some time now, it has become apparent that the elevator outage persists within our premises. The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",elevator outage,medium,False
cx00081,Complaint,"We hope you are doing well. Recently, our team noticed that the unauthorized entry persists within our premises. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",unauthorized entry,high,False
cx00870,Complaint,"We are writing to bring this to your attention. This appears to be affecting multiple areas within the unit. We would appreciate your assistance in resolution this matter. During our regular operations, we identified that the unauthorized entry persists inside our premises. This has started to affect our daily workflow and coordination.",unauthorized entry,medium,False
cx01910,Complaint,"This has started to affect our workflow and coordination. We look forward to your support in resolving this. We are writing to bring this to your attending. appears to be affecting multiple area inside the unit. During our operations, we identified that the entry persists within our premises.",unauthorized entry,medium,False
cx01469,Complaint,"For some time now, it has evident the plumbing blockage persists within our premises. We would appreciate your aid in resolving matter. This has started to affect our daily workflow and coordination. We are writing to convey this to your attending. The condition has not resolved despite initial adjustments.",plumbing blockage,medium,False
cx01099,Complaint,"We are currently unable to proceed normal concern activities. This appears to be affect multiple areas within the unit. Kindly review and advise on the next stairs. Hello, For some time now, it has go apparent that the access control malfunction persists within our premises.",access control malfunction,high,False
cx00368,Complaint,"We hope you are doing well. Over the past few days, we have observed that the billing discrepancy persists within our premises. It is not isolated to a single occurrence. There have been delays in routine activities. We trust this can be addressed promptly.",billing discrepancy,medium,True
cx04265,Inquiry,"Good afternoon, We would like clarification see compliance procedure. Kindly us on the appropriate steps",compliance procedures,,
cx01236,Complaint,"During our regular operations, we identified that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We trust this can be addressed promptly.",delivery delay,high,True
cx04420,Inquiry,Kindly advise us on the allow stairs travel forward. This is important for our intragroup preparation. We are writing to convey this to your attention. We would like clarification regarding service agreement details.,service agreement details,,
cx03468,Inquiry,We would clarification see supplier policies. charitable rede us on allow travel forward. We are writing to bring this to your attending.,internet provider policies,,
cx01606,Complaint,"We hope you are doing well. During our regular operations, we identified that the staff conduct issue persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",staff conduct issue,high,True
cx01769,Complaint,"The issue seems more noticeable during peak hours. Operational efficiency has been noticeably impacted. We are writing to convey this to your attention. We look forward to your support in resolution For some time now, it has go apparent the park allocation number persists within our premises.",parking allocation issue,medium,False
cx01467,Complaint,"We hope you are doing well. For some time now, it has become apparent that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We trust this can be addressed promptly.",cleaning deficiency,high,True
cx01953,Complaint,"During our regular operations, we identified that the noise disturbance persists within our premises. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",noise disturbance,high,False
cx03772,Inquiry,"rede us on the allow steps travel forward. This info is important for our internal preparation. hullo, We would like elucidation regarding renovation process.",renovation approval process,,
cx02520,Complaint,"Over the past few days, we have observed that the fire alarm fault persists within our premises. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",fire alarm fault,medium,False
cx02879,Complaint,"Good afternoon, During our regular operations, we identified that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",power instability,medium,False
cx04307,Inquiry,This information is important our internal planning. benevolent rede us the appropriate steps moving We would like clarification see lease renewal,lease renewal terms,,
cx00484,Complaint,"We hope you are doing well. During our regular operations, we identified that the internet disruption persists within our premises. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",internet disruption,high,True
cx04420,Inquiry,Kindly rede us the allow stairs forward. This info is important for our We like clarification regarding service agreement detail. We are writing to this to attention.,service agreement details,,
cx02008,Complaint,"Good afternoon, Recently, our team noticed that the water leakage persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",water leakage,medium,False
cx04993,Inquiry,are writing to bring this to your attending. advise us the allow steps forward. We would like elucidation schedule.,operating schedule,,
cx02804,Complaint,"We would appreciate your assistance in resolving this matter. This has begin to affect our daily workflow and coordination. Over the past few days, we have observed that the entree control malfunction persists inside our premises. We are writing to bring this to your attention. The issue seems more detectable during peak hours.",access control malfunction,medium,False
cx04128,Inquiry,charitable advise us on appropriate steps moving forward. We would clarification facility reservation. This information is important for our internal preparation.,facility reservation,,
cx02749,Complaint,"Good afternoon, During our regular operations, we identified that the water leakage persists within our premises. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",water leakage,medium,False
cx04045,Inquiry,We are writing to convey this to your attending. Kindly advise us on the appropriate moving forward. We would like clarification issuance.,visitor pass issuance,,
cx04307,Inquiry,charitable advise us on appropriate travel forward. We would clarification see rental renewal terms. information is important for our internal planning.,lease renewal terms,,
cx01067,Complaint,"We are currently unable to proceed normal business We trust this can promptly. hullo, some time now, has go apparent the security concern persists inside our premise. It is not isolated a single occurrence.",security concern,high,False
cx01943,Complaint,"Hello, Recently, our team noticed that the loading dock obstruction persists within our premises. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",loading dock obstruction,medium,False
cx01898,Complaint,"It is isolated to a single happening. The remains limited at this stage. Good afternoon, During our operations, we identified that the staff behavior issue persists inside our premises. We would prize your in resolving this matter.",staff conduct issue,low,False
cx04601,Inquiry,We would clarification regarding visitor access protocol. We hope you are doing well. advise us on the appropriate steps travel forward. This info is significant for our internal preparation.,visitor access protocol,,
cx03204,Inquiry,This information is significant for our internal charitable advise us on steps forward. We would like clarification regarding inspection timeline. are writing to convey to your attention.,inspection timeline,,
cx00350,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the access control malfunction persists within our premises. The impact has been manageable so far. Kindly review and advise on the next steps.",access control malfunction,low,False
cx02369,Complaint,"We hope you are doing well. Over the past few days, we have observed that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",power instability,medium,False
cx02477,Complaint,"During our operations, we identified that the lighting failure persists within our premises. We are currently unable to continue normal business trust this can addressed promptly.",lighting failure,high,False
cx03818,Inquiry,We would like clarification see renovation approval process. charitable rede us on the We to bring this to your attention.,renovation approval process,,
cx02850,Complaint,"Hello, Recently, our team noticed that the access control malfunction persists within our premises. We are currently unable to continue normal business activities. Kindly review and advise on the next steps.",access control malfunction,high,True
cx02283,Complaint,"It is not isolate to a single occurrence. We look to your support in this. There have been delays in routine During our regular operation, that instability prevail inside premises.",power instability,medium,False
cx00358,Complaint,"We are writing to bring this to your attention. For some time now, it has become apparent that the staff conduct issue persists within our premises. It is not isolated to a single occurrence. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",staff conduct issue,medium,False
cx04934,Inquiry,"hullo, We like clarification regarding compliance procedures. Kindly rede us on allow stairs moving forward.",compliance procedures,,
cx00256,Complaint,"There have been delays in act activity. Hello, During our regular operations, identified that the parking allocation number persists within our premises. We would prize your assistance in resolving this matter.",parking allocation issue,medium,False
cx02504,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the lighting failure persists within our premises. It is not isolated to a single occurrence. We are currently unable to continue normal business activities. We look forward to your support in resolving this.",lighting failure,high,True
cx02994,Complaint,"Hello, Recently, our team noticed that the plumbing blockage persists within our premises. The issue seems more noticeable during peak hours. There have been delays in routine activities. We look forward to your support in resolving this.",plumbing blockage,medium,False
cx02668,Complaint,"As a result, our operation have come to a halt. We would appreciate your aid in resolving this matter. Good afternoon, During our regular operations, we identified that the charge discrepancy persists within our premises.",billing discrepancy,high,False
cx02434,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the plumbing blockage persists within our premises. This appears to be affecting multiple areas within the unit. There have been delays in routine activities. Kindly review and advise on the next steps.",plumbing blockage,medium,True
cx01933,Complaint,"We hope you are doing well. Recently, our team noticed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. Kindly review and advise on the next steps.",lighting failure,medium,False
cx01365,Complaint,"Recently, our team noticed that the server room overheating persists within our premises. The condition has not resolved despite initial adjustments. The disruption remains limited at this stage. Kindly review and advise on the next steps.",server room overheating,low,False
cx03771,Inquiry,Kindly rede us on the allow stairs travel We would like elucidation regarding procedures. info is important for our internal planning. are authorship to this to your attending.,compliance procedures,,
cx04307,Inquiry,Kindly advise us on appropriate travel forward. We like clarification lease renewal terms. This information is significant for our planning.,lease renewal terms,,
cx01311,Complaint,"This has severely disrupted our functional continuity. Hello, Over the past few days, we have observed that the cleaning deficiency prevail within our premises. We look forward to your support resolving this.",cleaning deficiency,high,False
cx04547,Inquiry,"This significant for our internal preparation. advise us allow stairs moving forward. Hello, We would like clarification see visitant access protocol.",visitor access protocol,,
cx03204,Inquiry,This info is important for our internal planning. Kindly rede us on the let travel forward. We would like clarification see timeline. authorship to bring this to your attention.,inspection timeline,,
cx02412,Complaint,"We hope you are doing well. Over the past few days, we have observed that the internet disruption persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",internet disruption,high,True
cx02703,Complaint,"Over the past few days, we have observed that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",internet disruption,medium,True
cx03095,Inquiry,We would like clarification regarding usefulness activation process. Kindly advise us on the appropriate moving forward. This information is important for our internal,utility activation process,,
cx00635,Complaint,"Hello, During our regular operations, we identified that the hvac system malfunction persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. Kindly review and advise on the next steps.",HVAC system malfunction,high,True
cx03146,Inquiry,We would like clarification see net provider policies. info is for our internal planning. charitable on the appropriate stairs travel forward. We writing to convey to your attending.,internet provider policies,,
cx04743,Inquiry,This information is important for our internal planning. We would like clarification regarding signage approval guidelines. We are writing to bring this to your attention. Kindly advise us on the appropriate steps moving forward.,signage approval guidelines,,
cx02133,Complaint,"afternoon, During our regular operations, we that the hvac system predominate within premise. As a our operations have come to a halt. We would prize your assistance in resolving matter. This appears be affecting multiple areas inside the unit.",HVAC system malfunction,high,False
cx02443,Complaint,"For some time now, it has go apparent that the lighting failure prevail our premises. The issue look more noticeable during peak hours. This has started to impact our daily workflow and coordination. Kindly review and advise on next steps.",lighting failure,medium,False
cx01861,Complaint,"Hello, Recently, our team noticed that the security concern persists within our premises. While this has caused minor inconvenience, operations are still ongoing. Kindly review and advise on the next steps.",security concern,low,False
cx00523,Complaint,"Operational efficiency has been noticeably impact. It is not isolated to a single occurrence. We would appreciate your in resolution this matter. Recently, our team noticed that the billing disagreement prevail our premise.",billing discrepancy,medium,False
cx01412,Complaint,"Good afternoon, Recently, our team noticed that the internet disruption persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",internet disruption,medium,False
cx02796,Complaint,"have been delay in routine activities. Recently, our team that the power instability persists within our premises. It is not isolated to a single occurrence. We look forward to your support in resolving this.",power instability,medium,False
cx00006,Complaint,"For some time now, it has become apparent that the access control malfunction persists within our premises. It is not isolated to a single occurrence. The disruption remains limited at this stage. We look forward to your support in resolving this.",access control malfunction,low,False
cx04962,Inquiry,We would like clarification regarding visitor issuance. charitable advise us on the appropriate stairs forward.,visitor pass issuance,,
cx03839,Inquiry,This information is important for our internal planning. Kindly advise us the appropriate stairs moving forward. We would like clarification regarding provider policies.,internet provider policies,,
cx04025,Inquiry,We are writing to bring this to your attention. This information is important for internal planning. We would clarification installation reservation. charitable us the allow steps moving forward.,facility reservation,,
cx02286,Complaint,"Hello, During our regular operations, we identified that the power instability persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We look forward to your support in resolving this.",power instability,high,False
cx01963,Complaint,"We are writing to bring this to your attention. The condition has not resolved despite initial adjustments. Kindly review and advise on the next steps. During our operations, we identified that the cleaning deficiency persists within our premises. This has started to affect our daily workflow and coordination.",cleaning deficiency,medium,False
cx01220,Complaint,"Kindly reappraisal and advise the next There have been delay in routine activity. We are writing bring to your our regular operations, that the server room overheating within our The condition has not resolved contempt initial adjustments.",server room overheating,medium,False
cx03808,Inquiry,"Good afternoon, We would like clarification storage usage rule. This info important intragroup preparation. advise us the steps moving forward.",storage usage rules,,
cx03608,Inquiry,We would like elucidation regarding accept payment methods. Kindly advise us on the appropriate stairs moving forward. We are authorship bring this to your attending.,accepted payment methods,,
cx02039,Complaint,"For some time now, it has apparent that the faculty conduct issue persists within our premises. review and rede on the next steps. It is not isolated to a bingle occurrence. There have been delays in activities.",staff conduct issue,medium,False
cx01286,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the server room overheating persists within our premises. Operational efficiency has been noticeably impacted. We would appreciate your assistance in resolving this matter.",server room overheating,medium,False
cx02325,Complaint,"We are writing to bring this to your attention. Kindly reappraisal and advise on the next steps. There have delays in routine activities. Recently, our team noticed that the security concern persists within our premises.",security concern,medium,False
cx01713,Complaint,"As a result, our operations have come to a halt. It is not isolated to a single occurrence. hullo, Recently, our team noticed that the unauthorized entry persists within our premises. Kindly review and advise on the next steps.",unauthorized entry,high,False
cx00804,Complaint,"Over the past few days, we have observed that the loading dock obstruction persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",loading dock obstruction,medium,True
cx04521,Inquiry,We are authorship to your attention. would like elucidation regarding review timeline. us on the allow stairs moving forward.,inspection timeline,,
cx04245,Inquiry,would like clarification bill This info important for our internal us allow steps traveling,invoice clarification,,
cx01447,Complaint,"We hope you are doing well. For some time now, it has become apparent that the billing discrepancy persists within our premises. There have been delays in routine activities. We look forward to your support in resolving this.",billing discrepancy,medium,False
cx03204,Inquiry,charitable us on the appropriate steps traveling forward. We would regarding review timeline. This is important for our internal preparation. We are authorship to bring this to your attention.,inspection timeline,,
cx01140,Complaint,"Good afternoon, For some time now, it has become apparent that the lighting failure persists within our premises. There have been delays in routine activities. We would appreciate your assistance in resolving this matter.",lighting failure,medium,False
cx00149,Complaint,"We trust this can be address This appears to be affecting areas within the unit. This has started to impact our daily workflow and coordination. Good afternoon, Recently, our team noticed that the maintenance backlog persists our premises.",maintenance backlog,medium,False
cx01724,Complaint,"Kindly review and advise on the next steps. Hello, Over the past few days, we have observed that the plumbing blockage prevail within our premises. It is not isolated to a single occurrence. As a result, operations have come to a halt.",plumbing blockage,high,False
cx04307,Inquiry,Kindly rede on the appropriate steps This info is important for our internal planning. We would like clarification regarding rental renewal footing.,lease renewal terms,,
cx01963,Complaint,"We are writing to bring this to your attention. During our regular operations, we identified that the cleaning deficiency persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",cleaning deficiency,medium,False
cx00818,Complaint,"We hope you are doing well. For some time now, it has become apparent that the internet disruption persists within our premises. This appears to be affecting multiple areas within the unit. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",internet disruption,high,True
cx01165,Complaint,"Recently, our team noticed that the unauthorized entry persists within our premises. There have been delays in routine activities. We look forward to your support in resolving this.",unauthorized entry,medium,False
cx01301,Complaint,"Good afternoon, Over the past few days, we have observed that the unauthorized entry persists within our premises. The condition has not resolved despite initial adjustments. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",unauthorized entry,high,False
cx03753,Inquiry,"Good afternoon, We would like clarification regarding facility reservation. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.",facility reservation,,
cx02570,Complaint,"Good afternoon, During our regular operations, we identified that the elevator outage persists within our premises. While this has caused minor inconvenience, operations are still ongoing. We would appreciate your assistance in resolving this matter.",elevator outage,low,False
cx03670,Inquiry,This info is important for our intragroup planning. Kindly rede us on the steps travel forward. We would like clarification accepted payment method. We are to convey this to your attention.,accepted payment methods,,
cx00489,Complaint,"While this has caused child incommodiousness, operations are still on-going. It is not isolated to a single occurrence. We hope you are doing well. During our regular operations, we identified that the lighting failure persists our premises. We would appreciate your assistance in resolving matter.",lighting failure,low,False
cx00828,Complaint,"We look forward to your support in resolving this. This has severely disrupted our functional persistence. Recently, our team detect that the staff conduct issue persists within our premiss.",staff conduct issue,high,False
cx01973,Complaint,"Hello, For some time now, it has become apparent that the loading dock obstruction persists within our premises. This appears to be affecting multiple areas within the unit. The disruption remains limited at this stage. Kindly review and advise on the next steps.",loading dock obstruction,low,False
cx02043,Complaint,"Hello, Recently, our team noticed that the maintenance backlog persists within our premises. The condition has not resolved despite initial adjustments. This has severely disrupted our operational continuity. We would appreciate your assistance in resolving this matter.",maintenance backlog,high,False
cx01630,Complaint,"Hello, For some time now, it has become apparent that the delivery delay persists within our premises. This has started to affect our daily workflow and coordination. We look forward to your support in resolving this.",delivery delay,medium,False
cx02954,Complaint,"We hope you are doing well. During our regular operations, we identified that the delivery delay persists within our premises. The impact has been manageable so far. Kindly review and advise on the next steps.",delivery delay,low,False
cx02844,Complaint,"Hello, During our regular operations, we identified that the delivery delay persists within our premises. It is not isolated to a single occurrence. The impact has been manageable so far. We would appreciate your assistance in resolving this matter.",delivery delay,low,False
cx03808,Inquiry,Kindly rede on the appropriate steps moving forward. Good We would like elucidation regarding storehouse usage rule. info is important for intragroup planning.,storage usage rules,,
cx03929,Inquiry,We would like clarification regarding coverage restriction. Kindly advise us on the appropriate steps moving forward. We are writing to bring this to your attention.,coverage limitations,,
cx04241,Inquiry,advise us appropriate steps moving forward. This info important for our internal preparation. We would like clarification regarding unit expansion We you are make well.,unit expansion options,,
cx00536,Complaint,"Recently, our team noticed that the cleaning deficiency persists within our premises. It is not isolated to a single occurrence. As a result, our operations have come to a halt. We look forward to your support in resolving this.",cleaning deficiency,high,False
cx03168,Inquiry,"Good afternoon, We would like clarification see parking regulations. Kindly advise us appropriate steps moving forward.",parking regulations,,
cx01493,Complaint,We would appreciate your assistance in resolving this matter. some time it has become apparent that the water escape persists within our premises. There have been delay in routine activities. We are authorship to bring this to your attention.,water leakage,medium,False
cx04755,Inquiry,"This information is for our intragroup planning. Kindly advise us on the appropriate stairs moving forward. Good afternoon, We would like elucidation regarding accepted payment methods.",accepted payment methods,,
cx02719,Complaint,"The has not resolved disdain initial Operational efficiency has been noticeably impacted. We this can be quickly. hullo, the past few we have that the lighting failure prevail inside our premise.",lighting failure,medium,False
cx02602,Complaint,"We are writing to bring this to your attention. Over the past few days, we have observed that the delivery delay persists within our premises. It is not isolated to a single occurrence. This has started to affect our daily workflow and coordination. We would appreciate your assistance in resolving this matter.",delivery delay,medium,True
cx04631,Inquiry,This info is for internal preparation. We would like clarification see limitations. Kindly advise us on the allow stairs travel forward. We are to bring this to your attention.,coverage limitations,,
cx03818,Inquiry,us on the steps forward. would like elucidation renovation blessing process. authorship to convey this to attention.,renovation approval process,,
cx04887,Inquiry,We would like regarding park regulations. Kindly advise us on the allow steps moving forward. We hope you doing well.,parking regulations,,
cx02111,Complaint,"We hope you are doing well. For some time now, it has become apparent that the server room overheating persists within our premises. The impact has been manageable so far. We trust this can be addressed promptly.",server room overheating,low,False
cx00996,Complaint,"We are writing to bring this to your attention. Recently, our team noticed that the server room overheating persists within our premises. This appears to be affecting multiple areas within the unit. As a result, our operations have come to a halt. We would appreciate your assistance in resolving this matter.",server room overheating,high,True
cx02291,Complaint,"Hello, Over the past few days, we have observed that the cleaning deficiency persists within our premises. Operational efficiency has been noticeably impacted. We trust this can be addressed promptly.",cleaning deficiency,medium,False
cx00447,Complaint,"During our regular operations, we identified that the access control malfunction persists within our premises. Operational efficiency has been noticeably impacted. We look forward to your support in resolving this.",access control malfunction,medium,False
cx00456,Complaint,"We reliance this can be address quickly. The condition has not resolved despite initial adjustment. Over the past few days, we have observed that the power instability prevail inside our premise. We are authorship to bring this to your attention. While this has caused minor inconvenience, are still ongoing.",power instability,low,False
cx01151,Complaint,"We would appreciate your in resolving this matter. Operational efficiency has been noticeably impacted. Good our regular operations, we identified the light failure prevail premises. This appears to affecting multiple areas inside the unit.",lighting failure,medium,False
cx04556,Inquiry,Kindly advise us on the appropriate steps moving forward. We would like elucidation see park regulations. This important for internal planning. We are writing to bring this to your attention.,parking regulations,,
cx01091,Complaint,"Hello, Over the past few days, we have observed that the security concern persists within our premises. The issue seems more noticeable during peak hours. The disruption remains limited at this stage. We would appreciate your assistance in resolving this matter.",security concern,low,False
cx01995,Complaint,"Good afternoon, Over the past few days, we have observed that the noise disturbance persists within our premises. The condition has not resolved despite initial adjustments. The impact has been manageable so far. We look forward to your support in resolving this.",noise disturbance,low,False
cx00276,Complaint,"We trust this can be addressed promptly. The condition has not resolved despite initial adjustments. Operational efficiency has been noticeably impacted. Hello, Over the past few days, we have detect that loading dock obstruction persists within our premises.",loading dock obstruction,medium,False
cx02056,Complaint,"Hello, During our regular operations, we identified that the cleaning deficiency persists within our premises. The issue seems more noticeable during peak hours. This has severely disrupted our operational continuity. Kindly review and advise on the next steps.",cleaning deficiency,high,False
cx03225,Inquiry,"charitable rede on allow steps traveling afternoon, like see review timeline. information is our internal planning.",inspection timeline,,
cx02477,Complaint,"During our regular operations, we identified that the lighting failure persists within our premises. We are currently unable to continue normal business activities. We trust this can be addressed promptly.",lighting failure,high,False
cx04521,Inquiry,We authorship to bring this your attending. We would like clarification regarding inspection timeline. advise us on the stairs travel forward.,inspection timeline,,
cx03478,Inquiry,We would like clarification regarding visitor pass issuance. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.,visitor pass issuance,,
cx00351,Complaint,"We look forward to your in resolving have been delays in routine activities. We hope you are doing well. Over the past few days, we have observed that the lighting failure persists within our premises. This appears to be affecting multiple areas within the unit.",lighting failure,medium,False
cx04408,Inquiry,"This information is important for our intragroup preparation. Hello, We would like clarification regarding inspection timeline. Kindly us on steps moving forward.",inspection timeline,,
cx03471,Inquiry,We would like clarification regarding parking regulations. This information is important for our internal planning. Kindly advise us on the appropriate steps moving forward.,parking regulations,,
cx00458,Complaint,"We hope you are doing well. Recently, our team noticed that the elevator outage persists within our premises. The condition has not resolved despite initial adjustments. We are currently unable to continue normal business activities. We would appreciate your assistance in resolving this matter.",elevator outage,high,False
cx04408,Inquiry,"This information is important for our internal preparation. Hello, We would elucidation regarding inspection timeline. Kindly us the stairs moving forward.",inspection timeline,,
cx01088,Complaint,"Over the past few days, we have observed that the delivery delay persists within our premises. The condition has not resolved despite initial adjustments. This has started to affect our daily workflow and coordination. Kindly review and advise on the next steps.",delivery delay,medium,False
cx03412,Inquiry,would like clarification regarding reclamation Kindly rede us on the allow stairs travel forward. We are writing convey to your attention.,renewal deadlines,,
